device,name,kind,m,n,k,numOp,time_us,energy_J,energy_offchip_pJ,energy_L2_pJ,energy_L1_pJ,energy_reg_pJ,energy_alu_pJ,energy_link_pJ
GPU,glu,ACT,604,10922.666666666666,1,1,25.691372307692312,0.0012946853068799998,1136845127.68,95000985.6,50667192.32,2671902.72,9500098.56,0
GPU,ff3,FC,604,4096,10922.666666666666,1,243.59227076923077,0.02756176510976,3090876115.626666,1669464063.9999998,8682167336.960001,5472056770.56,8647200822.613333,0
GPU,norm2,NORM,604,4096,1,1,17.887790319809067,0.00048392364031999997,426316922.88,35625369.6,19000197.12,1001963.52,1979187.2,0
GPU,score,MATMUL,604,3458,128,32,231.35616000000005,0.011192240186879998,4794756669.44,682415308.8,2923319132.16,54137341.440000005,2737611735.04,0
GPU,softmax,SOFTMAX,604,3458,1,32,316.68153306191215,0.00873348939008,7678145413.12,641627750.4,342201466.88,18045780.48,53468979.2,0
GPU,context,MATMUL,604,128,3458,32,231.35616000000005,0.01080817891072,4794756669.44,468663091.2,2753010073.6,54137341.440000005,2737611735.04,0
PIM,score,MATMUL,604,3458,128,32,685.1182490000006,0.02400469643264,21267084697.6,0,0,0,2737611735.04,0
PIM,softmax,SOFTMAX,604,3458,1,32,99.69603818615751,5.4377951846399996e-05,908972.6464,0,0,0,53468979.2,0
GPU,comm_x2g,X2G,604,4096,1,1,16.49322666666667,5.14588672e-05,0,0,0,0,0,51458867.2
GPU,comm_x2g,X2G,3397,4096,1,1,92.76074666666668,0.0002894135296,0,0,0,0,0,289413529.6
GPU,qkv,FC,604,12288,4096,1,274.0413046153846,0.030643359580160002,3459472424.96,1520408985.6,9779313377.28,6156063866.88,9728100925.44,0
GPU,comm_x2g,X2G,2854,8192,1,1,155.86645333333334,0.00048630333440000004,0,0,0,0,0,486303334.40000004
GPU,comm_x2g,X2G,604,8192,1,1,32.98645333333334,0.0001029177344,0,0,0,0,0,102917734.4
