case_id,variant,phase,layer,step,remote_immutable_bytes,remote_private_bytes,GPU_live_KV_bytes,combined_live_KV_bytes
Fugue-asplos-EPIC-long-8000,F1,prefill,22,0,4211605504,0,3027091456,7238696960
Fugue-asplos-EPIC-long-8000,F1,prefill,23,0,4211605504,0,3158704128,7370309632
Fugue-asplos-EPIC-long-8000,F1,prefill,24,0,4211605504,0,3290316800,7501922304
Fugue-asplos-EPIC-long-8000,F1,prefill,25,0,4211605504,0,3421929472,7633534976
Fugue-asplos-EPIC-long-8000,F1,prefill,26,0,4211605504,0,3553542144,7765147648
Fugue-asplos-EPIC-long-8000,F1,prefill,27,0,4211605504,0,3685154816,7896760320
Fugue-asplos-EPIC-long-8000,F1,prefill,28,0,4211605504,0,3816767488,8028372992
Fugue-asplos-EPIC-long-8000,F1,prefill,29,0,4211605504,0,3948380160,8159985664
Fugue-asplos-EPIC-long-8000,F1,prefill,30,0,4211605504,0,4079992832,8291598336
Fugue-asplos-EPIC-long-8000,F1,prefill,31,0,4211605504,0,4211605504,8423211008
Fugue-asplos-EPIC-long-8000,F1,decode,all,1,4211605504,0,4212129792,8423735296
Fugue-asplos-EPIC-long-8000,F1,decode,all,2,4211605504,0,4212654080,8424259584
Fugue-asplos-EPIC-long-8000,F1,decode,all,3,4211605504,0,4213178368,8424783872
Fugue-asplos-EPIC-long-8000,F1,decode,all,4,4211605504,0,4213702656,8425308160
Fugue-asplos-EPIC-long-8000,F1,decode,all,5,4211605504,0,4214226944,8425832448
Fugue-asplos-EPIC-long-8000,F1,decode,all,6,4211605504,0,4214751232,8426356736
Fugue-asplos-EPIC-long-8000,F1,decode,all,7,4211605504,0,4215275520,8426881024
Fugue-asplos-EPIC-long-8000,F1,decode,all,8,4211605504,0,4215799808,8427405312
Fugue-asplos-EPIC-long-8000,F1,decode,all,9,4211605504,0,4216324096,8427929600
Fugue-asplos-EPIC-long-8000,F1,decode,all,10,4211605504,0,4216848384,8428453888
Fugue-asplos-EPIC-long-8000,F1,decode,all,11,4211605504,0,4217372672,8428978176
Fugue-asplos-EPIC-long-8000,F1,decode,all,12,4211605504,0,4217896960,8429502464
Fugue-asplos-EPIC-long-8000,F1,decode,all,13,4211605504,0,4218421248,8430026752
Fugue-asplos-EPIC-long-8000,F1,decode,all,14,4211605504,0,4218945536,8430551040
Fugue-asplos-EPIC-long-8000,F1,decode,all,15,4211605504,0,4219469824,8431075328
Fugue-asplos-EPIC-long-8000,F2,prefill,0,0,4211605504,131612672,131612672,4474830848
Fugue-asplos-EPIC-long-8000,F2,prefill,1,0,4211605504,263225344,131612672,4606443520
Fugue-asplos-EPIC-long-8000,F2,prefill,2,0,4211605504,394838016,131612672,4738056192
Fugue-asplos-EPIC-long-8000,F2,prefill,3,0,4211605504,526450688,131612672,4869668864
Fugue-asplos-EPIC-long-8000,F2,prefill,4,0,4211605504,658063360,131612672,5001281536
Fugue-asplos-EPIC-long-8000,F2,prefill,5,0,4211605504,789676032,131612672,5132894208
Fugue-asplos-EPIC-long-8000,F2,prefill,6,0,4211605504,921288704,131612672,5264506880
Fugue-asplos-EPIC-long-8000,F2,prefill,7,0,4211605504,1052901376,131612672,5396119552
Fugue-asplos-EPIC-long-8000,F2,prefill,8,0,4211605504,1184514048,131612672,5527732224
Fugue-asplos-EPIC-long-8000,F2,prefill,9,0,4211605504,1316126720,131612672,5659344896
Fugue-asplos-EPIC-long-8000,F2,prefill,10,0,4211605504,1447739392,131612672,5790957568
Fugue-asplos-EPIC-long-8000,F2,prefill,11,0,4211605504,1579352064,131612672,5922570240
Fugue-asplos-EPIC-long-8000,F2,prefill,12,0,4211605504,1710964736,131612672,6054182912
Fugue-asplos-EPIC-long-8000,F2,prefill,13,0,4211605504,1842577408,131612672,6185795584
Fugue-asplos-EPIC-long-8000,F2,prefill,14,0,4211605504,1974190080,131612672,6317408256
Fugue-asplos-EPIC-long-8000,F2,prefill,15,0,4211605504,2105802752,131612672,6449020928
Fugue-asplos-EPIC-long-8000,F2,prefill,16,0,4211605504,2237415424,131612672,6580633600
Fugue-asplos-EPIC-long-8000,F2,prefill,17,0,4211605504,2369028096,131612672,6712246272
Fugue-asplos-EPIC-long-8000,F2,prefill,18,0,4211605504,2500640768,131612672,6843858944
Fugue-asplos-EPIC-long-8000,F2,prefill,19,0,4211605504,2632253440,131612672,6975471616
Fugue-asplos-EPIC-long-8000,F2,prefill,20,0,4211605504,2763866112,131612672,7107084288
Fugue-asplos-EPIC-long-8000,F2,prefill,21,0,4211605504,2895478784,131612672,7238696960
Fugue-asplos-EPIC-long-8000,F2,prefill,22,0,4211605504,3027091456,131612672,7370309632
Fugue-asplos-EPIC-long-8000,F2,prefill,23,0,4211605504,3158704128,131612672,7501922304
Fugue-asplos-EPIC-long-8000,F2,prefill,24,0,4211605504,3290316800,131612672,7633534976
Fugue-asplos-EPIC-long-8000,F2,prefill,25,0,4211605504,3421929472,131612672,7765147648
Fugue-asplos-EPIC-long-8000,F2,prefill,26,0,4211605504,3553542144,131612672,7896760320
Fugue-asplos-EPIC-long-8000,F2,prefill,27,0,4211605504,3685154816,131612672,8028372992
Fugue-asplos-EPIC-long-8000,F2,prefill,28,0,4211605504,3816767488,131612672,8159985664
Fugue-asplos-EPIC-long-8000,F2,prefill,29,0,4211605504,3948380160,131612672,8291598336
Fugue-asplos-EPIC-long-8000,F2,prefill,30,0,4211605504,4079992832,131612672,8423211008
Fugue-asplos-EPIC-long-8000,F2,prefill,31,0,4211605504,4211605504,131612672,8554823680
Fugue-asplos-EPIC-long-8000,F2,decode,all,1,4211605504,4212129792,16384,8423751680
Fugue-asplos-EPIC-long-8000,F2,decode,all,2,4211605504,4212654080,16384,8424275968
Fugue-asplos-EPIC-long-8000,F2,decode,all,3,4211605504,4213178368,16384,8424800256
Fugue-asplos-EPIC-long-8000,F2,decode,all,4,4211605504,4213702656,16384,8425324544
Fugue-asplos-EPIC-long-8000,F2,decode,all,5,4211605504,4214226944,16384,8425848832
Fugue-asplos-EPIC-long-8000,F2,decode,all,6,4211605504,4214751232,16384,8426373120
Fugue-asplos-EPIC-long-8000,F2,decode,all,7,4211605504,4215275520,16384,8426897408
Fugue-asplos-EPIC-long-8000,F2,decode,all,8,4211605504,4215799808,16384,8427421696
Fugue-asplos-EPIC-long-8000,F2,decode,all,9,4211605504,4216324096,16384,8427945984
Fugue-asplos-EPIC-long-8000,F2,decode,all,10,4211605504,4216848384,16384,8428470272
Fugue-asplos-EPIC-long-8000,F2,decode,all,11,4211605504,4217372672,16384,8428994560
Fugue-asplos-EPIC-long-8000,F2,decode,all,12,4211605504,4217896960,16384,8429518848
Fugue-asplos-EPIC-long-8000,F2,decode,all,13,4211605504,4218421248,16384,8430043136
Fugue-asplos-EPIC-long-8000,F2,decode,all,14,4211605504,4218945536,16384,8430567424
Fugue-asplos-EPIC-long-8000,F2,decode,all,15,4211605504,4219469824,16384,8431091712
Fugue-asplos-EPIC-long-8000,F3,prefill,0,0,4211605504,3047424,131612672,4346265600
Fugue-asplos-EPIC-long-8000,F3,prefill,1,0,4211605504,6094848,131612672,4349313024
Fugue-asplos-EPIC-long-8000,F3,prefill,2,0,4211605504,9142272,131612672,4352360448
Fugue-asplos-EPIC-long-8000,F3,prefill,3,0,4211605504,12189696,131612672,4355407872
Fugue-asplos-EPIC-long-8000,F3,prefill,4,0,4211605504,15237120,131612672,4358455296
Fugue-asplos-EPIC-long-8000,F3,prefill,5,0,4211605504,18284544,131612672,4361502720
Fugue-asplos-EPIC-long-8000,F3,prefill,6,0,4211605504,21331968,131612672,4364550144
Fugue-asplos-EPIC-long-8000,F3,prefill,7,0,4211605504,24379392,131612672,4367597568
