model,config,k,workload,agents,rung,makespan_s,energy_nj,link_bytes,event_count,policy,kv_mapping,decode_attn,pim_prefill_mode,energy_gpu_nj,energy_pim_nj,energy_link_nj,energy_die_nj,energy_tlb_nj,gpu_time_s_unoverlapped,pim_time_s_unoverlapped,pim_pool_time_s_unoverlapped,die_time_s_unoverlapped,prefill_rows_gpu,prefill_rows_pim,prefill_requests_gpu,prefill_requests_pim,energy_prefill_nj,energy_decode_nj,prefill_time_s,decode_time_s,power_prefill_w,power_decode_w,power_overall_w,requests,tiers,history_rows,cacheblend_batch_size,gemv_buffer_bytes,pim_sweep_query_capacity,pim_pe_freq_ghz,pim_batch_command,engine,workload_kind_reported,overlap_passed,overlap_events_checked
LLAMA-7B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A4,149.35159904434022,2627791073426.6875,193646845984.0,7653824.0,recompute,master-diff,pim,gpu,856860394921.8158,1768916502965.8716,2013927198.2416825,248192.15084505943,160.85710000007205,12.663434685700063,0.0007118415698789303,135.92503340535376,0.10888677121726523,1065984.0,0.0,32,0,381979426093.0274,2245811647413.078,7.142591420195638,142.2090076241446,53.47910913859397,15.792330492515008,17.59466313210705,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7653824.0
LLAMA-7B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,149.66086372816812,2627791073466.368,193646845984.0,7653824.0,recompute,master-diff,pim,gpu,856860394921.8158,1768916502907.0098,2013927198.2416825,248192.15084505943,160.85710000007205,12.663434685700063,0.0007118415698789303,136.23429808466105,0.10888677121726523,1065984.0,0.0,32,0,381979426093.0274,2245811647413.488,7.142591420195638,142.5182723079725,53.47910913859397,15.758061131701332,17.55830487681319,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7653824.0
LLAMA-7B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A5,184.11595178897556,2191533152520.5388,41263587360.0,10928832.0,recompute,master-diff,pim,pim,714487991748.335,1476615389243.009,429141308.5390374,630006.5776673146,249.2651000001878,8.874007285022177,0.0007118415698789303,174.81482785221988,0.2763962593324475,270848.0,795136.0,1,31,1181792477181.7847,1009740675464.5713,123.89195938677021,60.22399240220536,9.538895688076286,16.766418750869715,11.903005313914157,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,10928832.0
LLAMA-7B,k-hi,32,wl_baseline_alltoall_N16_C32_D2.json,32,A6,184.11595178897556,2191533152520.5388,41263587360.0,10928832.0,recompute,master-diff,pim,dynamic,714487991748.335,1476615389243.009,429141308.5390374,630006.5776673146,249.2651000001878,8.874007285022177,0.0007118415698789303,174.81482785221988,0.2763962593324475,270848.0,795136.0,1,31,1181792477181.7847,1009740675464.5713,123.89195938677021,60.22399240220536,9.538895688076286,16.766418750869715,11.903005313914157,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,10928832.0
LLAMA-7B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A1,329.1008001692076,38854823971361.36,359200194560.0,6995968.0,no-reuse-physical,private,pim,gpu,2495001304124.8438,36356086851097.53,3735682023.4788604,133365.44542707287,,24.598489928871,161.07172004389338,142.1747461143942,0.05851004028603574,10633216.0,0.0,32,0,36716471127714.61,2138352835856.6978,180.69870359196284,148.40209657724478,203.19166877159432,14.409182115184361,118.06359617291753,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6995968.0
LLAMA-7B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A2,216.83575622122513,2637564515177.437,45881256574976.0,32736.0,recompute,none,gpu,gpu,2160399446797.5042,,477165068379.8268,,,63.89823430462563,,0.0,0.0,458304.0,0.0,32,0,645782612946.7787,1991781902230.4912,216.83575622122515,0.0,2.978210901194375,,12.163881829925138,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-7B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3,139.36089657136853,2329470019480.037,188668731424.0,7840192.0,recompute,naive,pim,gpu,639369605485.0243,1688137992638.5884,1962154806.8176765,259315.44504987006,7363.19979999818,8.835876197309156,0.0007118415698789303,129.41348598728024,0.11376677885471004,458304.0,0.0,32,0,164436864262.90762,2165033155473.3816,3.311258482272993,136.04963808909554,49.659929946040016,15.91355321397882,16.715377676169624,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7840192.0
LLAMA-7B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,137.8568109781802,2322613333729.5815,188668731424.0,7840192.0,recompute,naive-mask,pim,gpu,639369605485.0243,1681281313727.9697,1962154806.8176765,259315.44504987006,397.5422000003583,8.835876197309156,0.0007118415698789303,128.25768327542588,0.11376677885471004,458304.0,0.0,32,0,164436864262.90762,2158176469612.1304,3.311258482272993,134.5455524959072,49.659929946040016,16.040489110019305,16.848012929134143,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7840192.0
LLAMA-7B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,139.36089657136853,2329470019480.037,188668731424.0,7840192.0,recompute,naive,pim,gpu,639369605485.0243,1688137992638.5884,1962154806.8176765,259315.44504987006,7363.19979999818,8.835876197309156,0.0007118415698789303,129.41348598728024,0.11376677885471004,458304.0,0.0,32,0,164436864262.90762,2165033155473.3816,3.311258482272993,136.04963808909554,49.659929946040016,15.91355321397882,16.715377676169624,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7840192.0
LLAMA-7B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A4,137.8407884815321,2322606461248.896,188668731424.0,7653824.0,recompute,master-diff,pim,gpu,639369605485.0243,1681274452599.9211,1962154806.8176765,248192.15084505943,160.3963000000688,8.835876197309156,0.0007118415698789303,128.25839808514345,0.10888677121726523,458304.0,0.0,32,0,164436864262.90762,2158169597042.0469,3.29766915557793,134.54311932595417,49.8645729771789,16.040728116415263,16.849921469798314,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7653824.0
LLAMA-7B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,138.1500531612893,2322606461199.1357,188668731424.0,7653824.0,recompute,master-diff,pim,gpu,639369605485.0243,1681274452543.364,1962154806.8176765,248192.15084505943,160.3963000000688,8.835876197309156,0.0007118415698789303,128.5676627618311,0.10888677121726523,458304.0,0.0,32,0,164436864262.90762,2158169597035.9502,3.29766915557793,134.85238400571137,49.8645729771789,16.003940997769426,16.812200994866846,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7653824.0
LLAMA-7B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A5,80.40866889695151,1251815551832.7312,21351129120.0,8425824.0,recompute,master-diff,pim,pim,602010647179.5863,649582514819.8275,222051742.84304553,338040.1587228733,174.5594000000772,7.822691476190363,0.0007118415698789303,72.35706232218845,0.14830485694724885,270848.0,187456.0,1,31,329716926858.79266,922098625087.0334,27.850564801604662,52.55810409534685,11.838787802242178,17.544366201152034,15.56816657961354,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,8425824.0
LLAMA-7B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A6,80.40866889695151,1251815551832.7312,21351129120.0,8425824.0,recompute,master-diff,pim,dynamic,602010647179.5863,649582514819.8275,222051742.84304553,338040.1587228733,174.5594000000772,7.822691476190363,0.0007118415698789303,72.35706232218845,0.14830485694724885,270848.0,187456.0,1,31,329716926858.79266,922098625087.0334,27.850564801604662,52.55810409534685,11.838787802242178,17.544366201152034,15.56816657961354,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,8425824.0
LLAMA-7B,pipeline,8,wl_pipeline_D4.json,4,A1,35.96102771374058,3689782398482.7534,36846960640.0,1247232.0,no-reuse-physical,private,pim,gpu,641775770445.0221,3047623402976.8267,383208390.6551809,16670.680678384495,,7.464020675390623,13.329118932578217,15.037751148456342,0.00731375503580008,1083392.0,0.0,4,0,3077944060170.734,611838338254.5912,15.356774315860505,20.604253397880072,200.42907428754927,29.694758962610216,102.60503197668349,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,1247232.0
LLAMA-7B,pipeline,8,wl_pipeline_D4.json,4,A2,28.85404846588591,732029832201.5182,4838314213376.0,4960.0,recompute,none,gpu,gpu,681711364382.3948,,50318467819.110016,,,12.726334421299741,,0.0,0.0,273152.0,0.0,4,0,136039746396.48785,595990085805.0145,28.85404846588591,0.0,4.714754207102945,,25.370090892686886,4,4,1536.0,,,,,,dag,supervisor,,
LLAMA-7B,pipeline,8,wl_pipeline_D4.json,4,A4,22.300328671907845,695403318763.3354,19920850022.0,1288454.0,recompute,master-diff,pim,gpu,515905608501.1885,179290516290.0027,207176840.2282212,17123.46658678752,16.230400000004114,6.848518622828578,8.898019623439049e-05,15.37699431416558,0.007512401106805764,273152.0,0.0,4,0,79861937765.0347,615541381008.5497,1.3559254327410197,20.944403239166824,58.898473202610276,29.389301474938378,31.183545722325988,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,1288454.0
LLAMA-7B,pipeline,8,wl_pipeline_D4.json,4,A4b,22.226057691843273,695403318771.1056,19920850022.0,1288454.0,recompute,master-diff,pim,gpu,515905608501.1885,179290516287.96518,207176840.2282212,17123.46658678752,16.230400000004114,6.848518622828578,8.898019623439049e-05,15.302723334392308,0.007512401106805764,273152.0,0.0,4,0,79861937765.0347,615541381006.4868,1.3559254327410197,20.870132259102256,58.898473202610276,29.493889802160975,31.287749200179174,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,1288454.0
LLAMA-7B,pipeline,8,wl_pipeline_D4.json,4,A5,22.390579868284966,696358067456.2303,5859445862.0,1297574.0,recompute,master-diff,pim,pim,515175189369.3438,181121921601.04105,60938236.964833125,18230.44826999713,16.399300000003663,6.825479217993552,8.898019623439049e-05,15.536662163256755,0.007998055713011487,270848.0,2304.0,1,3,80816686450.14383,615541381006.4868,1.5204476091815156,20.87013225910345,53.15322011894176,29.49388980215929,31.1004927765441,4,4,1536.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,1297574.0
LLAMA-7B,pipeline,8,wl_pipeline_D4.json,4,A6,22.390579868284966,696358067456.2303,5859445862.0,1297574.0,recompute,master-diff,pim,dynamic,515175189369.3438,181121921601.04105,60938236.964833125,18230.44826999713,16.399300000003663,6.825479217993552,8.898019623439049e-05,15.536662163256755,0.007998055713011487,270848.0,2304.0,1,3,80816686450.14383,615541381006.4868,1.5204476091815156,20.87013225910345,53.15322011894176,29.49388980215929,31.1004927765441,4,4,1536.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,1297574.0
LLAMA-7B,private,8,wl_private.json,32,A1,329.1008001692076,38854823971361.36,359200194560.0,6995968.0,no-reuse-physical,private,pim,gpu,2495001304124.8438,36356086851097.53,3735682023.4788604,133365.44542707287,,24.598489928871,161.07172004389338,142.1747461143942,0.05851004028603574,10633216.0,0.0,32,0,36716471127714.61,2138352835856.6978,180.69870359196284,148.40209657724478,203.19166877159432,14.409182115184361,118.06359617291753,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6995968.0
LLAMA-7B,private,8,wl_private.json,32,A2,262.6815649116464,5353576824306.056,45881256574976.0,32736.0,recompute,none,gpu,gpu,4876411755927.515,,477165068379.8258,,,109.74404299505568,,0.0,0.0,8575232.0,0.0,32,0,3361794922076.7925,1991781902230.4912,262.6815649116464,0.0,12.797985740672516,,20.38048169123229,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-7B,private,8,wl_private.json,32,A3,198.178935214518,5040088678986.843,255162605600.0,7838880.0,recompute,naive,pim,gpu,3355381914625.7676,1682052810803.2078,2653691098.2949667,259315.44504987006,3000.191299998617,54.681684887759644,0.0007118415698789303,142.3822201251932,0.11376677885471004,8575232.0,0.0,32,0,2881140709684.3545,2158947969142.346,49.37871341990595,148.80022179461204,58.347828652070255,14.509037305887402,25.432010084882226,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7838880.0
LLAMA-7B,private,8,wl_private.json,32,A3a,197.6544730313551,5039317179258.513,255162605600.0,7838880.0,recompute,naive-mask,pim,gpu,3355381914625.7676,1681281313915.2078,2653691098.2949667,259315.44504987006,536.856900001442,54.681684887759644,0.0007118415698789303,141.9809246711849,0.11376677885471004,8575232.0,0.0,32,0,2881140709684.3545,2158176469788.3518,49.37871341990595,148.27575961144916,58.347828652070255,14.555153690959122,25.495588852467282,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7838880.0
LLAMA-7B,private,8,wl_private.json,32,A3b,198.178935214518,5040088678986.843,255162605600.0,7838880.0,recompute,naive,pim,gpu,3355381914625.7676,1682052810803.2078,2653691098.2949667,259315.44504987006,3000.191299998617,54.681684887759644,0.0007118415698789303,142.3822201251932,0.11376677885471004,8575232.0,0.0,32,0,2881140709684.3545,2158947969142.346,49.37871341990595,148.80022179461204,58.347828652070255,14.509037305887402,25.432010084882226,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7838880.0
LLAMA-7B,private,8,wl_private.json,32,A4,197.9023007830938,5039310306973.349,255162605600.0,7653824.0,recompute,master-diff,pim,gpu,3355381914625.7676,1681274452735.02,2653691098.2949667,248192.15084505943,168.06340000013256,54.681684887759644,0.0007118415698789303,142.2520720728787,0.10888677121726523,8575232.0,0.0,32,0,2881140709684.3545,2158169597117.1497,49.36511200909946,148.53718877399433,58.36390504195097,14.529489987863558,25.46362668363602,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7653824.0
LLAMA-7B,private,8,wl_private.json,32,A4b,198.5053944250137,5039310307233.018,255162605600.0,7653824.0,recompute,master-diff,pim,gpu,3355381914625.7676,1681274452571.2117,2653691098.2949667,248192.15084505943,168.06340000013256,54.681684887759644,0.0007118415698789303,142.85516573235356,0.10888677121726523,8575232.0,0.0,32,0,2881140709684.3545,2158169596970.0796,49.36511200909946,149.1402824159142,58.36390504195097,14.470735618908746,25.386263793131526,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7653824.0
LLAMA-7B,private,8,wl_private.json,32,A5,1136.57879459068,11328843807978.342,287326625824.0,41412960.0,recompute,master-diff,pim,pim,2129539015462.1218,9196312466925.02,2988196908.6245637,4126672.9379270645,993.7471000056952,21.78185767186708,0.0007118415698789303,1111.978329946487,1.8104524680842033,270848.0,8304384.0,1,31,9323066521897.064,2005777285361.1914,997.4842584257094,139.09453616497063,9.346580102037196,14.420244969092636,9.967495313035675,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,41412960.0
LLAMA-7B,private,8,wl_private.json,32,A6,1136.57879459068,11328843807978.342,287326625824.0,41412960.0,recompute,master-diff,pim,dynamic,2129539015462.1218,9196312466925.02,2988196908.6245637,4126672.9379270645,993.7471000056952,21.78185767186708,0.0007118415698789303,1111.978329946487,1.8104524680842033,270848.0,8304384.0,1,31,9323066521897.064,2005777285361.1914,997.4842584257094,139.09453616497063,9.346580102037196,14.420244969092636,9.967495313035675,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,41412960.0
LLAMA-7B,reduce,8,wl_reduce.json,17,A1,133.88963116572148,14451484655258.248,160626114560.0,3809792.0,no-reuse-physical,private,pim,gpu,1244361950561.0557,13205452122200.242,1670511591.4365509,70850.39288319432,,12.769191081808337,57.99533846625866,62.55859776507128,0.03108345890201553,4727296.0,0.0,17,0,13369452493194.75,1082032161396.7882,66.82573262539401,67.06389854032747,200.0644357786556,16.13434627195332,107.9358015212617,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3809792.0
LLAMA-7B,reduce,8,wl_reduce.json,17,A2,98.52436624383026,1368059197369.9387,20235142823936.0,17600.0,recompute,none,gpu,gpu,1157613712000.933,,210445485368.95435,,,31.073890164036797,,0.0,0.0,410368.0,0.0,17,0,352445640693.51385,1015613556676.3657,98.52436624383026,0.0,3.577243418356771,,13.885490965597647,17,2,256.0,,,,,,dag,supervisor,,
LLAMA-7B,reduce,8,wl_reduce.json,17,A3,63.239692437765925,1220041469125.2664,84451264002.0,4376482.0,recompute,naive,pim,gpu,483408501569.2008,735754536357.1744,878293145.616785,137761.29096427746,301.1807999999129,6.744939242858485,0.00037816583399709715,56.137373190902125,0.060438584059723056,410368.0,0.0,17,0,136774540170.3264,1083266928996.7809,2.559033834117112,60.680658603648816,53.44772638284196,17.851930976432126,19.29233717140397,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4376482.0
LLAMA-7B,reduce,8,wl_reduce.json,17,A3a,63.33093194250579,1221314438835.3538,84451264002.0,4376482.0,recompute,naive-mask,pim,gpu,483408501569.2008,737027506276.1119,878293145.616785,137761.29096427746,93.12959999993956,6.744939242858485,0.00037816583399709715,56.23901525563049,0.060438584059723056,410368.0,0.0,17,0,136774540170.3264,1084539898707.6672,2.559033834117112,60.77189810838868,53.44772638284196,17.84607577623056,19.284643402123137,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4376482.0
LLAMA-7B,reduce,8,wl_reduce.json,17,A3b,63.239692437765925,1220041469125.2664,84451264002.0,4376482.0,recompute,naive,pim,gpu,483408501569.2008,735754536357.1744,878293145.616785,137761.29096427746,301.1807999999129,6.744939242858485,0.00037816583399709715,56.137373190902125,0.060438584059723056,410368.0,0.0,17,0,136774540170.3264,1083266928996.7809,2.559033834117112,60.680658603648816,53.44772638284196,17.851930976432126,19.29233717140397,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4376482.0
LLAMA-7B,reduce,8,wl_reduce.json,17,A4,63.353597539298235,1221307566441.5562,84451264002.0,4089346.0,recompute,master-diff,pim,gpu,483408501569.2008,737020645074.9789,878293145.616785,126637.99675602425,22.75459999996568,6.744939242858485,0.00037816583399709715,56.27007961023123,0.055558576422642524,410368.0,0.0,17,0,136774540170.3264,1084533026305.6967,2.553043659502096,60.80055387979614,53.5731301191303,17.837551750759364,19.2776355862661,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4089346.0
LLAMA-7B,reduce,8,wl_reduce.json,17,A4b,63.366558646519046,1221307566438.3623,84451264002.0,4089346.0,recompute,master-diff,pim,gpu,483408501569.2008,737020645080.4402,878293145.616785,126637.99675602425,22.75459999996568,6.744939242858485,0.00037816583399709715,56.28304071749723,0.055558576422642524,410368.0,0.0,17,0,136774540170.3264,1084533026312.9857,2.553043659502096,60.81351498701695,53.5731301191303,17.833750056126867,19.2736925047681,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,4089346.0
LLAMA-7B,reduce,8,wl_reduce.json,17,A5,44.875226199519865,788807805715.0198,14731445762.0,4661858.0,recompute,master-diff,pim,pim,457376472679.3182,331277932536.15344,153207035.92338306,193454.63573191172,30.202699999948347,6.028311401632499,0.00037816583399709715,38.71104932954764,0.08487234826122858,270848.0,139520.0,1,16,263046588657.06796,525761217077.5538,21.21832024526976,23.656905954250107,12.39714480771443,22.22442859156303,17.577801217266277,17,2,256.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,4661858.0
LLAMA-7B,reduce,8,wl_reduce.json,17,A6,44.875226199519865,788807805715.0198,14731445762.0,4661858.0,recompute,master-diff,pim,dynamic,457376472679.3182,331277932536.15344,153207035.92338306,193454.63573191172,30.202699999948347,6.028311401632499,0.00037816583399709715,38.71104932954764,0.08487234826122858,270848.0,139520.0,1,16,263046588657.06796,525761217077.5538,21.21832024526976,23.656905954250107,12.39714480771443,22.22442859156303,17.577801217266277,17,2,256.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,4661858.0
LLAMA-7B,supervisor,8,wl_supervisor_D4.json,34,A1,275.9685786838763,29505571716223.5,317225697280.0,7619584.0,no-reuse-physical,private,pim,gpu,2465354951979.291,27036917475669.277,3299147251.767422,141700.78576625668,,25.338945156061058,118.28223011763319,131.22781747063564,0.062166917803905104,9331712.0,0.0,34,0,27281022030638.61,2224549681336.4697,135.73015965480153,140.23841902907475,200.9945475642379,15.862626637820753,106.91641728539798,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7619584.0
LLAMA-7B,supervisor,8,wl_supervisor_D4.json,34,A2,202.59633787843796,2683597590137.559,42160489496576.0,35232.0,recompute,none,gpu,gpu,2245128499373.065,,438469090764.48,,,62.0613728898261,,0.0,0.0,427264.0,0.0,34,0,596557850561.739,2087039739575.67,202.59633787843796,0.0,2.9445638396469245,,13.246032076590515,34,4,16896.0,,,,,,dag,supervisor,,
LLAMA-7B,supervisor,8,wl_supervisor_D4.json,34,A3,132.87995936591898,2426865319137.7896,174474693186.0,8606210.0,recompute,naive,pim,gpu,846960519067.3549,1578089989950.2063,1814536809.1422594,271586.7569347513,1605.0910999989808,11.458039507516245,0.0007563316679965081,120.64017621408343,0.1191504443947767,427264.0,0.0,34,0,153751451082.02142,2273113867795.803,3.1053476258457553,129.77461174007323,49.5118323637427,17.515859514560862,18.2635916711473,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8606210.0
LLAMA-7B,supervisor,8,wl_supervisor_D4.json,34,A3a,132.16312606211156,2420346168786.172,174474693186.0,8606210.0,recompute,naive-mask,pim,gpu,846960519067.3549,1571570840990.9094,1814536809.1422594,271586.7569347513,240.329499998736,11.458039507516245,0.0007563316679965081,119.99158098953043,0.1191504443947767,427264.0,0.0,34,0,153751451082.02142,2266594717447.9663,3.105347625845734,129.05777843626583,49.51183236374304,17.562635471579156,18.313324154035996,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8606210.0
LLAMA-7B,supervisor,8,wl_supervisor_D4.json,34,A3b,132.87995936591898,2426865319137.7896,174474693186.0,8606210.0,recompute,naive,pim,gpu,846960519067.3549,1578089989950.2063,1814536809.1422594,271586.7569347513,1605.0910999989808,11.458039507516245,0.0007563316679965081,120.64017621408343,0.1191504443947767,427264.0,0.0,34,0,153751451082.02142,2273113867795.803,3.1053476258457553,129.77461174007323,49.5118323637427,17.515859514560862,18.2635916711473,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8606210.0
LLAMA-7B,supervisor,8,wl_supervisor_D4.json,34,A4,132.49412113810817,2420339152760.419,174474693186.0,8417410.0,recompute,master-diff,pim,gpu,846960519067.3549,1571563836629.734,1814536809.1422594,260231.72743457954,71.96080000012729,11.458039507516245,0.0007563316679965081,120.33597617411479,0.11416876993166454,427264.0,0.0,34,0,153751451082.02142,2266587701770.3623,3.092858282114287,129.40126285599388,49.71176725786364,17.51596276376969,18.26752109429463,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8417410.0
LLAMA-7B,supervisor,8,wl_supervisor_D4.json,34,A4b,132.39468087594176,2420339152628.477,174474693186.0,8417410.0,recompute,master-diff,pim,gpu,846960519067.3549,1571563836596.0217,1814536809.1422594,260231.72743457954,71.96080000012729,11.458039507516245,0.0007563316679965081,120.2365359117253,0.11416876993166454,427264.0,0.0,34,0,153751451082.02142,2266587701784.4897,3.0928582821142943,129.30182259382747,49.71176725786353,17.529433509258908,18.28124163761848,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8417410.0
LLAMA-7B,supervisor,8,wl_supervisor_D4.json,34,A5,78.46779101999346,1439659498385.5413,21007206978.0,9058402.0,recompute,master-diff,pim,pim,815628593508.4089,623812094573.1837,218474952.56582654,335383.48392051784,85.3446000004951,10.5817718448093,0.0007563316679965081,67.66383227357234,0.14713932153278464,270848.0,156416.0,1,33,290615415160.9658,1149044083305.4004,23.479186487817564,54.9886045321759,12.377575999566886,20.896040062865236,18.34713937618963,34,4,16896.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,9058402.0
LLAMA-7B,supervisor,8,wl_supervisor_D4.json,34,A6,78.46779101999346,1439659498385.5413,21007206978.0,9058402.0,recompute,master-diff,pim,dynamic,815628593508.4089,623812094573.1837,218474952.56582654,335383.48392051784,85.3446000004951,10.5817718448093,0.0007563316679965081,67.66383227357234,0.14713932153278464,270848.0,156416.0,1,33,290615415160.9658,1149044083305.4004,23.479186487817564,54.9886045321759,12.377575999566886,20.896040062865236,18.34713937618963,34,4,16896.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,9058402.0
LLAMA3-8B,C-hi,8,wl_C64.json,32,A1,1270.6213729704898,217009301720690.94,634078101504.0,6995968.0,no-reuse-physical,private,pim,gpu,4935436080405.705,212067271093783.84,6594412255.790195,133365.44542707287,,45.82107077296751,1000.3615357813919,222.26666280730365,0.05851004028603574,19021824.0,0.0,32,0,213538340139640.9,3470961548941.811,1041.4401977003918,229.18117527009792,205.04138462405788,15.14505519421987,170.78990353622123,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6995968.0
LLAMA3-8B,C-hi,8,wl_C64.json,32,A2,180.82623748923646,3971337344792.9277,20300766904320.0,32736.0,recompute,none,gpu,gpu,3760209368987.7544,,211127975804.95322,,,113.15701447483569,,0.0,0.0,973056.0,0.0,32,0,705779878827.1277,3265557465965.518,180.82623748923646,0.0,3.903083361280128,,21.962174294697242,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA3-8B,C-hi,8,wl_C64.json,32,A3,242.1024479516066,3973213314485.8813,328177066016.0,6365632.0,recompute,naive,pim,gpu,1055727968989.5348,2914072107246.3145,3413041486.6213326,140667.0292037463,56160.30699996855,15.536081787525447,0.0007118415698789303,222.602002024146,0.06171338849575266,973056.0,0.0,32,0,474810838826.5182,3498402475695.722,9.800719174679102,232.30172877692752,48.44653033761317,15.059735001176573,16.411289303774737,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6365632.0
LLAMA3-8B,C-hi,8,wl_C64.json,32,A3a,241.61946070872068,4004231710690.151,328177066016.0,6365632.0,recompute,naive-mask,pim,gpu,1055727968989.5348,2945090558995.133,3413041486.6213326,140667.0292037463,597.8622000007315,15.536081787525447,0.0007118415698789303,224.89713702230722,0.06171338849575266,973056.0,0.0,32,0,474810838826.5182,3529420871931.331,9.800719174679102,231.81874153404158,48.44653033761317,15.224916020920814,16.572471848686764,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6365632.0
LLAMA3-8B,C-hi,8,wl_C64.json,32,A3b,240.70215096989782,3973437251864.58,328177066016.0,8524224.0,recompute,naive,pim,gpu,1055727968989.5348,2914295954067.7676,3413041486.6213326,231391.39758764984,56160.30699996855,15.536081787525447,0.0007118415698789303,221.16190248446827,0.10151595078781916,973056.0,0.0,32,0,474810838826.5182,3498626413359.8228,9.800719174679102,230.9014317952187,48.44653033761317,15.152034295147534,16.507693162914435,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,8524224.0
LLAMA3-8B,C-hi,8,wl_C64.json,32,A4,241.5757053566792,4004240862374.8994,328177066016.0,6474176.0,recompute,master-diff,pim,gpu,1055727968989.5348,2945099707347.235,3413041486.6213326,144374.79393992183,232.02490000034027,15.536081787525447,0.0007118415698789303,224.8700468691265,0.06334005770855347,973056.0,0.0,32,0,474810838826.5182,3529430023567.748,9.77681978918978,231.79888556748944,48.564957630856206,15.226259673022183,16.575511417684815,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6474176.0
