model,config,k,workload,agents,rung,makespan_s,energy_nj,link_bytes,event_count,policy,kv_mapping,decode_attn,pim_prefill_mode,energy_gpu_nj,energy_pim_nj,energy_link_nj,energy_die_nj,energy_tlb_nj,gpu_time_s_unoverlapped,pim_time_s_unoverlapped,pim_pool_time_s_unoverlapped,die_time_s_unoverlapped,prefill_rows_gpu,prefill_rows_pim,prefill_requests_gpu,prefill_requests_pim,requests,tiers,history_rows,cacheblend_batch_size,gemv_buffer_bytes,pim_sweep_query_capacity,pim_pe_freq_ghz,pim_batch_command,engine,workload_kind_reported,overlap_passed,overlap_events_checked
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A1,148.51094928767228,399783755353510.94,404100218880.0,20886528.0,no-reuse-physical,private,pim,gpu,67498540691168.48,332251593386950.06,33621138211.971924,150036.12610665223,,104.31984404991634,30.9139745553643,11.92848428474385,0.0016455948830218677,31899648.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,20886528.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A2,374.97706230611414,33999507829609.92,51616413646848.0,60320.0,recompute,none,gpu,gpu,29705022214196.023,,4294485615417.9976,,,202.9223501499948,,0.0,0.0,1374912.0,0.0,32,0,32,2,4096.0,,,,,,dag,supervisor,,
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3,51.67631898540858,90681983170157.17,212252319776.0,10148096.0,recompute,naive,pim,gpu,16012700407688.129,74651623302523.23,17659393006.10262,41459.008561794566,22090.136500038894,37.735275827843694,2.0020544152973957e-05,12.12855385117149,0.00045472203342510097,1374912.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10148096.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3a,50.449120538373236,90378791880179.97,212252319776.0,10148096.0,recompute,naive-mask,pim,gpu,16012700407688.129,74348432034460.31,17659393006.10262,41459.008561794566,1193.214900003216,37.735275827843694,2.0020544152973957e-05,11.946201483988261,0.00045472203342510097,1374912.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10148096.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A3b,51.4315602504044,90820187942034.47,212252319776.0,16327232.0,recompute,naive,pim,gpu,16012700407688.129,74789827900520.55,17659393006.10262,216502.21060672004,22090.136500038894,37.735275827843694,2.0020544152973957e-05,11.8818752360587,0.0023745943006577386,1374912.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,16327232.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A4,50.08773159230121,90504326447601.92,212252319776.0,15435008.0,recompute,master-diff,pim,gpu,16012700407688.129,74473966443578.97,17659393006.10262,200454.76766306834,480.4720000017735,37.735275827843694,2.0020544152973957e-05,11.618705812094346,0.002198586090650817,1374912.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15435008.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A4b,50.08773159230121,90504326447601.92,212252319776.0,15435008.0,recompute,master-diff,pim,gpu,16012700407688.129,74473966443578.97,17659393006.10262,200454.76766306834,480.4720000017735,37.735275827843694,2.0020544152973957e-05,11.618705812094346,0.002198586090650817,1374912.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15435008.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A5,41.31001770181718,42687693974008.81,24020017184.0,17751008.0,recompute,master-diff,pim,pim,15674663425847.623,27011031784556.625,1998465429.6922336,301533.7765340505,522.7426000019615,34.69572166450178,2.0020544152973957e-05,6.504764930392414,0.003307219751703767,812544.0,562368.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,17751008.0
GPT-175B,k-lo,2,wl_baseline_alltoall_N16_C32_D2.json,32,A6,41.31001770181718,42687693974008.81,24020017184.0,17751008.0,recompute,master-diff,pim,dynamic,15674663425847.623,27011031784556.625,1998465429.6922336,301533.7765340505,522.7426000019615,34.69572166450178,2.0020544152973957e-05,6.504764930392414,0.003307219751703767,812544.0,562368.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,17751008.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A1,39.44481493497807,46621235417682.11,41452830720.0,3643008.0,no-reuse-physical,private,pim,gpu,17313091462179.92,29304695062005.81,3448875515.927719,18754.515763191142,,35.42640591621548,2.624825502268766,1.2552017141696206,0.00020569936038104846,3250176.0,0.0,4,0,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3643008.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A2,67.88463507923758,15360266379803.086,5443103490048.0,8352.0,recompute,none,gpu,gpu,14907400169430.922,,452866210371.9992,,,49.74095677907789,,0.0,0.0,819456.0,0.0,4,0,4,4,1536.0,,,,,,dag,supervisor,,
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A3,33.61168091463917,21339555559186.727,22410955878.0,2396166.0,recompute,naive,pim,gpu,13414035310466.027,7923655652416.741,1864591529.0484421,4664.99578561668,222.05439999984566,32.10750938341941,2.5025680190933215e-06,1.4183119562652153,5.1165631861378665e-05,819456.0,0.0,4,0,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,2396166.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A3a,33.60971221424721,21344672711328.676,22410955878.0,2396166.0,recompute,naive-mask,pim,gpu,13414035310466.027,7928772804630.98,1864591529.0484421,4664.99578561668,165.52960000009364,32.10750938341941,2.5025680190933215e-06,1.4191694958490937,5.1165631861378665e-05,819456.0,0.0,4,0,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,2396166.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A3b,33.478868876310976,21351905753131.164,22410955878.0,3870726.0,recompute,naive,pim,gpu,13414035310466.027,7936005830942.456,1864591529.0484421,20307.128265591546,222.05439999984566,32.10750938341941,2.5025680190933215e-06,1.2853283556235402,0.00022272840035713872,819456.0,0.0,4,0,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3870726.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A4,33.46894987449659,21356199558840.555,22410955878.0,3766662.0,recompute,master-diff,pim,gpu,13414035310466.027,7940299637910.051,1864591529.0484421,19264.31943357793,49.100700000076564,32.10750938341941,2.5025680190933215e-06,1.2840684760214827,0.00021129088245715094,819456.0,0.0,4,0,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3766662.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A4b,33.46894987449659,21356199558840.555,22410955878.0,3766662.0,recompute,master-diff,pim,gpu,13414035310466.027,7940299637910.051,1864591529.0484421,19264.31943357793,49.100700000076564,32.10750938341941,2.5025680190933215e-06,1.2840684760214827,0.00021129088245715094,819456.0,0.0,4,0,4,4,1536.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,3766662.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A5,33.36911331550981,21421645256260.34,6591876198.0,3794022.0,recompute,master-diff,pim,pim,13407445456963.744,8013651335010.069,548444099.6704388,20509.67382716924,49.61100000007778,32.03839116891004,2.5025680190933215e-06,1.3060412231070053,0.00022494991825653863,812544.0,6912.0,1,3,4,4,1536.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,3794022.0
GPT-175B,pipeline,8,wl_pipeline_D4.json,4,A6,33.36911331550981,21421645256260.34,6591876198.0,3794022.0,recompute,master-diff,pim,dynamic,13407445456963.744,8013651335010.069,548444099.6704388,20509.67382716924,49.61100000007778,32.03839116891004,2.5025680190933215e-06,1.3060412231070053,0.00022494991825653863,812544.0,6912.0,1,3,4,4,1536.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,3794022.0
GPT-175B,private,8,wl_private.json,32,A1,148.51094928767228,399783755353510.94,404100218880.0,20886528.0,no-reuse-physical,private,pim,gpu,67498540691168.48,332251593386950.06,33621138211.971924,150036.12610665223,,104.31984404991634,30.9139745553643,11.92848428474385,0.0016455948830218677,31899648.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,20886528.0
GPT-175B,private,8,wl_private.json,32,A2,527.9880311568742,86258060750199.6,51616413646848.0,60320.0,recompute,none,gpu,gpu,81963575134770.28,,4294485615417.9736,,,355.93331900068995,,0.0,0.0,25725696.0,0.0,32,0,32,2,4096.0,,,,,,dag,supervisor,,
GPT-175B,private,8,wl_private.json,32,A3,205.40176921906706,142677682984728.88,287057928224.0,10144160.0,recompute,naive,pim,gpu,68271253328501.73,74382546382021.55,23883219629.386593,41459.008561794566,9001.213499995634,190.74624467761328,2.0020544152973957e-05,13.24812936063231,0.00045472203342510097,25725696.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10144160.0
GPT-175B,private,8,wl_private.json,32,A3a,205.03659839722496,142643568629539.53,287057928224.0,10144160.0,recompute,naive-mask,pim,gpu,68271253328501.73,74348432034204.12,23883219629.386593,41459.008561794566,1611.2103000172588,190.74624467761328,2.0020544152973957e-05,13.252458695251725,0.00045472203342510097,25725696.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,10144160.0
GPT-175B,private,8,wl_private.json,32,A3b,204.2450392644783,142797891507636.44,287057928224.0,22260128.0,recompute,naive,pim,gpu,68271253328501.73,74502754766912.27,23883219629.386593,193709.09803393675,9001.213499995634,190.74624467761328,2.0020544152973957e-05,12.089729516584093,0.002124599646754855,25725696.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,22260128.0
GPT-175B,private,8,wl_private.json,32,A4,203.78473338764042,142762130461887.0,287057928224.0,21827840.0,recompute,master-diff,pim,gpu,68271253328501.73,74466993728161.64,23883219629.386593,191623.4803672834,504.2918999991491,190.74624467761328,2.0020544152973957e-05,12.054292584086005,0.0021017246109511444,25725696.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,21827840.0
GPT-175B,private,8,wl_private.json,32,A4b,203.78473338764042,142762130461887.0,287057928224.0,21827840.0,recompute,master-diff,pim,gpu,68271253328501.73,74466993728161.64,23883219629.386593,191623.4803672834,504.2918999991491,190.74624467761328,2.0020544152973957e-05,12.054292584086005,0.0021017246109511444,25725696.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,21827840.0
GPT-175B,reduce,8,wl_reduce.json,17,A1,72.05919102153536,159641649847804.9,180704378880.0,11354016.0,no-reuse-physical,private,pim,gpu,33648306026094.977,125978309124508.38,15034604323.028894,79706.6919936585,,54.948468254104505,11.259072503343514,5.248428100554291,0.000874222281622971,14181888.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11354016.0
GPT-175B,reduce,8,wl_reduce.json,17,A2,177.85121016007415,20017520543694.94,22764535676928.0,32224.0,recompute,none,gpu,gpu,18123511175373.77,,1894009368320.235,,,101.96942457031226,,0.0,0.0,1231104.0,0.0,17,0,17,2,256.0,,,,,,dag,supervisor,,
GPT-175B,reduce,8,wl_reduce.json,17,A3,34.59163902275034,44598293210502.6,95007671810.0,5681282.0,recompute,naive,pim,gpu,12053823403677.441,32536565145426.445,7904638294.406563,22023.529539042425,903.1584000016226,28.982571806726376,1.0635914081172498e-05,5.246964864820834,0.0002415538741029244,1231104.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,5681282.0
GPT-175B,reduce,8,wl_reduce.json,17,A3a,34.57793449638304,44654581884068.6,95007671810.0,5681282.0,recompute,naive-mask,pim,gpu,12053823403677.441,32592853819764.07,7904638294.406563,22023.529539042425,279.00480000135815,28.982571806726376,1.0635914081172498e-05,5.264468018449387,0.0002415538741029244,1231104.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,5681282.0
GPT-175B,reduce,8,wl_reduce.json,17,A3b,34.602824376978774,44651180342977.17,95007671810.0,6834818.0,recompute,naive,pim,gpu,12053823403677.441,32589452211769.21,7904638294.406563,89007.703108138,903.1584000016226,28.982571806726376,1.0635914081172498e-05,5.257415537946084,0.000976235687941688,1231104.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6834818.0
GPT-175B,reduce,8,wl_reduce.json,17,A4,34.48942533740846,44703763958542.94,95007671810.0,6710690.0,recompute,master-diff,pim,gpu,12053823403677.441,32642035832541.22,7904638294.406563,84315.06336354595,68.69950000059526,28.982571806726376,1.0635914081172498e-05,5.185790912113148,0.0009247668573926865,1231104.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6710690.0
GPT-175B,reduce,8,wl_reduce.json,17,A4b,34.48942533740846,44703763958542.94,95007671810.0,6710690.0,recompute,master-diff,pim,gpu,12053823403677.441,32642035832541.22,7904638294.406563,84315.06336354595,68.69950000059526,28.982571806726376,1.0635914081172498e-05,5.185790912113148,0.0009247668573926865,1231104.0,0.0,17,0,17,2,256.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,6710690.0
GPT-175B,reduce,8,wl_reduce.json,17,A5,30.392460945498346,25419560972438.363,16572876290.0,8428226.0,recompute,master-diff,pim,pim,11818196961003.82,13599984989458.164,1378863307.2992954,159483.78221044052,91.47680000057444,26.832688283051667,1.0635914081172498e-05,3.498196047019644,0.0017492166902903874,812544.0,418560.0,1,16,17,2,256.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,8428226.0
GPT-175B,reduce,8,wl_reduce.json,17,A6,30.392460945498346,25419560972438.363,16572876290.0,8428226.0,recompute,master-diff,pim,dynamic,11818196961003.82,13599984989458.164,1378863307.2992954,159483.78221044052,91.47680000057444,26.832688283051667,1.0635914081172498e-05,3.498196047019644,0.0017492166902903874,812544.0,418560.0,1,16,17,2,256.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,8428226.0
GPT-175B,supervisor,8,wl_supervisor_D4.json,34,A1,144.46590073300365,325492434572615.1,356878909440.0,22708032.0,no-reuse-physical,private,pim,gpu,66663863883929.0,258798878059289.5,29692325266.56549,159413.38398733994,,109.03007147172437,23.303125093716243,10.941359365436261,0.0017484445632076802,27995136.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,22708032.0
GPT-175B,supervisor,8,wl_supervisor_D4.json,34,A2,361.10248096628527,38216123616806.86,47430550683648.0,64544.0,recompute,none,gpu,gpu,34269901799931.73,,3946221816879.654,,,203.00064535424985,,0.0,0.0,1281792.0,0.0,34,0,34,4,16896.0,,,,,,dag,supervisor,,
GPT-175B,supervisor,8,wl_supervisor_D4.json,34,A3,63.3560301992815,91485667898272.61,196284025410.0,11290818.0,recompute,naive,pim,gpu,21683512659126.332,69785824356752.81,16330830914.124489,43534.06071198183,4813.942300018838,51.19064520708521,2.1271828162547484e-05,11.269909032387712,0.00047748118676794527,1281792.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11290818.0
GPT-175B,supervisor,8,wl_supervisor_D4.json,34,A3a,63.10378430530342,91197401652155.31,196284025410.0,11290818.0,recompute,naive-mask,pim,gpu,21683512659126.332,69497558115541.94,16330830914.124489,43534.06071198183,719.6574999974675,51.19064520708521,2.1271828162547484e-05,11.22237737610683,0.00047748118676794527,1281792.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11290818.0
GPT-175B,supervisor,8,wl_supervisor_D4.json,34,A3b,63.359176040817694,91612295975304.36,196284025410.0,16087746.0,recompute,naive,pim,gpu,21683512659126.332,69912452274722.85,16330830914.124489,203914.80029426952,4813.942300018838,51.19064520708521,2.1271828162547484e-05,11.27129581567764,0.0022365356974702374,1281792.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,16087746.0
GPT-175B,supervisor,8,wl_supervisor_D4.json,34,A4,62.91954712853532,91315526106966.38,196284025410.0,15710274.0,recompute,master-diff,pim,gpu,21683512659126.332,69615682421315.516,16330830914.124489,193144.5403294832,216.21500000400823,51.19064520708521,2.1271828162547484e-05,11.061671397720454,0.0021184075829261866,1281792.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15710274.0
GPT-175B,supervisor,8,wl_supervisor_D4.json,34,A4b,62.91954712853532,91315526106966.38,196284025410.0,15710274.0,recompute,master-diff,pim,gpu,21683512659126.332,69615682421315.516,16330830914.124489,193144.5403294832,216.21500000400823,51.19064520708521,2.1271828162547484e-05,11.061671397720454,0.0021184075829261866,1281792.0,0.0,34,0,34,4,16896.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15710274.0
GPT-175B,supervisor,8,wl_supervisor_D4.json,34,A5,54.79039297735767,47500614333924.08,23633103426.0,17633250.0,recompute,master-diff,pim,pim,21400039914337.117,26098607869595.54,1966274205.0248115,277690.2663818299,256.48830000361585,48.5618422188497,2.1271828162547484e-05,6.133882346953107,0.0030457043466129946,812544.0,469248.0,1,33,34,4,16896.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,17633250.0
GPT-175B,supervisor,8,wl_supervisor_D4.json,34,A6,54.79039297735767,47500614333924.08,23633103426.0,17633250.0,recompute,master-diff,pim,dynamic,21400039914337.117,26098607869595.54,1966274205.0248115,277690.2663818299,256.48830000361585,48.5618422188497,2.1271828162547484e-05,6.133882346953107,0.0030457043466129946,812544.0,469248.0,1,33,34,4,16896.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,17633250.0
LLAMA-33B,C-hi,8,wl_C64.json,32,A1,333.39444031634537,463717496430014.4,965978357760.0,12625920.0,no-reuse-physical,private,pim,gpu,20083517979412.84,443613885923207.5,20092349842.05191,191876.8250854912,,99.23370925361915,188.2987617044143,42.63362355700497,0.008418013174210872,35665920.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12625920.0
LLAMA-33B,C-hi,8,wl_C64.json,32,A2,627.0150966551969,14829023099998.21,123707798323200.0,46148.0,recompute,none,gpu,gpu,12255900894872.379,,2573122205122.375,,,214.65576891125727,,0.0,0.0,1824480.0,0.0,32,0,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-33B,C-hi,8,wl_C64.json,32,A3,77.03274458484039,50001557469707.78,499957227552.0,7511852.0,recompute,naive,pim,gpu,4015343658017.009,45975814521343.305,10399110333.021994,101327.65190243277,77197.03659987172,31.616520122592807,0.00010844461416154819,39.88529465043955,0.004445443102628392,1824480.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7511852.0
LLAMA-33B,C-hi,8,wl_C64.json,32,A3a,73.29295435830136,50490949934696.71,499957227552.0,7511852.0,recompute,naive-mask,pim,gpu,4015343658017.009,46465207062939.81,10399110333.021994,101327.65190243277,747.5005999991857,31.616520122592807,0.00010844461416154819,39.96798122142077,0.004445443102628392,1824480.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7511852.0
LLAMA-33B,C-hi,8,wl_C64.json,32,A3b,76.15982784256855,50015519463586.445,499957227552.0,11241452.0,recompute,naive,pim,gpu,4015343658017.009,45989776312793.4,10399110333.021994,305668.28294347925,77197.03659987172,31.616520122592807,0.00010844461416154819,39.003413082434804,0.013410267923367592,1824480.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11241452.0
LLAMA-33B,C-hi,8,wl_C64.json,32,A4,72.54932907045574,50505297880404.07,499957227552.0,11444972.0,recompute,master-diff,pim,gpu,4015343658017.009,46479554799708.516,10399110333.021994,311316.83078447153,304.79710000050414,31.616520122592807,0.00010844461416154819,39.23727847182568,0.013658080811225236,1824480.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11444972.0
LLAMA-33B,C-hi,8,wl_C64.json,32,A4b,72.54932907045571,50505297880404.07,499957227552.0,11444972.0,recompute,master-diff,pim,gpu,4015343658017.009,46479554799708.516,10399110333.021994,311316.83078447153,304.79710000050414,31.616520122592807,0.00010844461416154819,39.23727847182568,0.013658080811225236,1824480.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11444972.0
LLAMA-33B,C-hi,8,wl_C64.json,32,A5,54.39020819187669,24655037973395.35,51680419872.0,14839352.0,recompute,master-diff,pim,pim,3604614649930.542,21049347736197.62,1074952733.365493,633091.5861179904,399.75430000087,24.97451567480731,0.00010844461416154819,29.1955533016174,0.027774971312250613,999360.0,825120.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,14839352.0
LLAMA-33B,C-hi,8,wl_C64.json,32,A6,54.39020819187669,24655037973395.35,51680419872.0,14839352.0,recompute,master-diff,pim,dynamic,3604614649930.542,21049347736197.62,1074952733.365493,633091.5861179904,399.75430000087,24.97451567480731,0.00010844461416154819,29.1955533016174,0.027774971312250613,999360.0,825120.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,14839352.0
LLAMA-33B,C-lo,8,wl_C16.json,32,A1,81.80140910651063,74595324412250.77,337839390720.0,12625920.0,no-reuse-physical,private,pim,gpu,8363571775200.433,66224725378288.73,7027059326.915827,191876.8250854912,,43.58714818064857,23.06071116555802,14.019000423031422,0.008418013174210872,12072960.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,12625920.0
LLAMA-33B,C-lo,8,wl_C16.json,32,A2,225.40921662333,6609608231010.771,42991941058560.0,46148.0,recompute,none,gpu,gpu,5715375856992.81,,894232374017.9607,,,82.10274642816319,,0.0,0.0,718560.0,0.0,32,0,32,2,4096.0,,,,,,dag,supervisor,,
LLAMA-33B,C-lo,8,wl_C16.json,32,A3,34.52979254618462,19089668150236.43,183434051616.0,7511852.0,recompute,naive,pim,gpu,2871162656148.3877,16214689941092.51,3815428273.4359813,101326.81631843279,23250.642699984433,18.65402936810111,0.00010844461416154819,14.097230353795952,0.004445406443917166,718560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7511852.0
LLAMA-33B,C-lo,8,wl_C16.json,32,A3a,33.19806679593993,19210364939082.09,183434051616.0,7511852.0,recompute,naive-mask,pim,gpu,2871162656148.3877,16335386752576.502,3815428273.4359813,101326.81631843279,745.1962999991188,18.65402936810111,0.00010844461416154819,13.890776924112792,0.004445406443917166,718560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,7511852.0
LLAMA-33B,C-lo,8,wl_C16.json,32,A3b,33.840190943978165,19103630148839.71,183434051616.0,11241452.0,recompute,naive,pim,gpu,2871162656148.3877,16228651735072.434,3815428273.4359813,305667.44735947903,23250.642699984433,18.65402936810111,0.00010844461416154819,13.39866392687191,0.013410231264656387,718560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11241452.0
LLAMA-33B,C-lo,8,wl_C16.json,32,A4,32.857749634916594,19224712885108.848,183434051616.0,11444972.0,recompute,master-diff,pim,gpu,2871162656148.3877,16349734488759.049,3815428273.4359813,311315.99520047137,299.0373000004571,18.65402936810111,0.00010844461416154819,13.563555080007864,0.01365804415251403,718560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11444972.0
LLAMA-33B,C-lo,8,wl_C16.json,32,A4b,32.85774963491659,19224712885108.848,183434051616.0,11444972.0,recompute,master-diff,pim,gpu,2871162656148.3877,16349734488759.049,3815428273.4359813,311315.99520047137,299.0373000004571,18.65402936810111,0.00010844461416154819,13.563555080007864,0.01365804415251403,718560.0,0.0,32,0,32,2,4096.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,11444972.0
LLAMA-33B,C-lo,8,wl_C16.json,32,A5,26.731068574494156,10687883890250.676,32051052576.0,13318712.0,recompute,master-diff,pim,pim,2776034202267.333,7911182536211.415,666661893.6020515,489183.1317133231,336.7836000006564,17.12604875085535,0.00010844461416154819,9.459773937125954,0.021461424773131163,262080.0,456480.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,13318712.0
LLAMA-33B,C-lo,8,wl_C16.json,32,A6,26.731068574494156,10687883890250.676,32051052576.0,13318712.0,recompute,master-diff,pim,dynamic,2776034202267.333,7911182536211.415,666661893.6020515,489183.1317133231,336.7836000006564,17.12604875085535,0.00010844461416154819,9.459773937125954,0.021461424773131163,262080.0,456480.0,1,31,32,2,4096.0,8.0,512.0,8.0,1.3004,mq,dag,supervisor,True,13318712.0
LLAMA-33B,D-hi,8,wl_D4.json,64,A2,794.0255243242792,20043997438912.926,155769467043840.0,92356.0,recompute,none,gpu,gpu,16803992524397.232,,3240004914511.5493,,,274.7939675114904,,0.0,0.0,2217120.0,0.0,64,0,64,4,24576.0,,,,,,dag,supervisor,,
LLAMA-33B,D-hi,8,wl_D4.json,64,A3,104.5382429798447,65220703083227.516,643707691104.0,15038316.0,recompute,naive,pim,gpu,6498408965276.452,58708904667948.73,13389119974.609661,202655.02636609046,124015.64549988919,44.89840954070524,0.00021688922831765268,51.28425109212232,0.008890874033432689,2217120.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15038316.0
LLAMA-33B,D-hi,8,wl_D4.json,64,A3a,98.7645247840256,65930472271493.4,643707691104.0,15038316.0,recompute,naive-mask,pim,gpu,6498408965276.452,59418673978768.58,13389119974.609661,202655.02636609046,2051.6647000294106,44.89840954070524,0.00021688922831765268,51.60873193310046,0.008890874033432689,2217120.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,15038316.0
LLAMA-33B,D-hi,8,wl_D4.json,64,A3b,102.22588643502307,65253190624097.09,643707691104.0,25403436.0,recompute,naive,pim,gpu,6498408965276.452,58741391735384.62,13389119974.609661,678125.9537610414,124015.64549988919,44.89840954070524,0.00021688922831765268,48.95103470867621,0.029750717468949472,2217120.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,25403436.0
LLAMA-33B,D-hi,8,wl_D4.json,64,A4,96.94384617831564,65964117643023.75,643707691104.0,26042796.0,recompute,master-diff,pim,gpu,6498408965276.452,59452318861670.65,13389119974.609661,695071.5972609167,799.4921000068999,44.89840954070524,0.00021688922831765268,49.82905869216262,0.030494156133287303,2217120.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,26042796.0
LLAMA-33B,D-hi,8,wl_D4.json,64,A4b,96.94384617831564,65964117643023.75,643707691104.0,26042796.0,recompute,master-diff,pim,gpu,6498408965276.452,59452318861670.65,13389119974.609661,695071.5972609167,799.4921000068999,44.89840954070524,0.00021688922831765268,49.82905869216262,0.030494156133287303,2217120.0,0.0,64,0,64,4,24576.0,8.0,512.0,8.0,0.666,replicate,dag,supervisor,True,26042796.0
