model,config,k,rung,tier,start_s,end_s,duration_s,requests
LLAMA-33B,N-lo,8,A6,0,0.0,7.2261546487717885,7.2261546487717885,4
LLAMA-33B,N-lo,8,A6,1,7.2261546487717885,13.756702817841969,6.5305481690701805,4
LLAMA-33B,baseline,8,A1,0,0.0,55.12414979526322,55.12414979526322,16
LLAMA-33B,baseline,8,A1,1,55.12414979526322,146.0693253190892,90.94517552382597,16
LLAMA-33B,baseline,8,A2,0,0.0,146.3003676022744,146.3003676022744,16
LLAMA-33B,baseline,8,A2,1,146.3003676022744,358.112053148236,211.81168554596158,16
LLAMA-33B,baseline,8,A3,0,0.0,19.728511675932825,19.728511675932825,16
LLAMA-33B,baseline,8,A3,1,19.728511675932825,47.612672937521815,27.88416126158899,16
LLAMA-33B,baseline,8,A3a,0,0.0,19.728511675932825,19.728511675932825,16
LLAMA-33B,baseline,8,A3a,1,19.728511675932825,45.7346083129087,26.006096636975872,16
LLAMA-33B,baseline,8,A3b,0,0.0,19.414276995676822,19.414276995676822,16
LLAMA-33B,baseline,8,A3b,1,19.414276995676822,46.676468349809475,27.262191354132653,16
LLAMA-33B,baseline,8,A4,0,0.0,19.401703108596138,19.401703108596138,16
LLAMA-33B,baseline,8,A4,1,19.401703108596138,44.9119722941183,25.510269185522162,16
LLAMA-33B,baseline,8,A4b,0,0.0,19.401703108596138,19.401703108596138,16
LLAMA-33B,baseline,8,A4b,1,19.401703108596138,44.9119722941183,25.510269185522162,16
LLAMA-33B,baseline,8,A5,0,0.0,12.687048073852228,12.687048073852228,16
LLAMA-33B,baseline,8,A5,1,12.687048073852228,34.32996308427396,21.642915010421735,16
LLAMA-33B,baseline,8,A6,0,0.0,12.687048073852228,12.687048073852228,16
LLAMA-33B,baseline,8,A6,1,12.687048073852228,34.32996308427396,21.642915010421735,16
LLAMA-33B,broadcast,8,A1,0,0.0,6.528978813031025,6.528978813031025,1
LLAMA-33B,broadcast,8,A1,1,6.528978813031025,62.57072339650282,56.0417445834718,16
LLAMA-33B,broadcast,8,A2,0,0.0,14.835721336613961,14.835721336613961,1
LLAMA-33B,broadcast,8,A2,1,14.835721336613961,162.42472147416368,147.5890001375497,16
LLAMA-33B,broadcast,8,A3,0,0.0,6.855768167538056,6.855768167538056,1
LLAMA-33B,broadcast,8,A3,1,6.855768167538056,24.63331648570918,17.777548318171124,16
LLAMA-33B,broadcast,8,A3a,0,0.0,6.855768167538056,6.855768167538056,1
LLAMA-33B,broadcast,8,A3a,1,6.855768167538056,24.531000351657216,17.67523218411916,16
LLAMA-33B,broadcast,8,A3b,0,0.0,6.805131186292791,6.805131186292791,1
LLAMA-33B,broadcast,8,A3b,1,6.805131186292791,24.258909598165364,17.453778411872573,16
LLAMA-33B,broadcast,8,A4,0,0.0,6.803421408971292,6.803421408971292,1
LLAMA-33B,broadcast,8,A4,1,6.803421408971292,24.143735491190796,17.340314082219503,16
LLAMA-33B,broadcast,8,A4b,0,0.0,6.803421408971292,6.803421408971292,1
LLAMA-33B,broadcast,8,A4b,1,6.803421408971292,24.143735491190796,17.340314082219503,16
LLAMA-33B,broadcast,8,A5,0,0.0,6.803421408971292,6.803421408971292,1
LLAMA-33B,broadcast,8,A5,1,6.803421408971292,17.44351432743793,10.640092918466639,16
LLAMA-33B,broadcast,8,A6,0,0.0,6.803421408971292,6.803421408971292,1
LLAMA-33B,broadcast,8,A6,1,6.803421408971292,17.44351432743793,10.640092918466639,16
LLAMA-33B,k-hi,32,A1,0,0.0,55.12414979526322,55.12414979526322,16
LLAMA-33B,k-hi,32,A1,1,55.12414979526322,146.0693253190892,90.94517552382597,16
LLAMA-33B,k-hi,32,A2,0,0.0,146.3003676022744,146.3003676022744,16
LLAMA-33B,k-hi,32,A2,1,146.3003676022744,364.5931810057798,218.2928134035054,16
LLAMA-33B,k-hi,32,A3,0,0.0,19.728503995932552,19.728503995932552,16
LLAMA-33B,k-hi,32,A3,1,19.728503995932552,55.865157368054525,36.13665337212197,16
LLAMA-33B,k-hi,32,A3a,0,0.0,19.728503995932552,19.728503995932552,16
LLAMA-33B,k-hi,32,A3a,1,19.728503995932552,53.17148055488166,33.44297655894911,16
LLAMA-33B,k-hi,32,A3b,0,0.0,19.414269315676552,19.414269315676552,16
LLAMA-33B,k-hi,32,A3b,1,19.414269315676552,54.53971130535399,35.12544198967744,16
LLAMA-33B,k-hi,32,A4,0,0.0,19.401703108596138,19.401703108596138,16
LLAMA-33B,k-hi,32,A4,1,19.401703108596138,52.432789781284875,33.03108667268874,16
LLAMA-33B,k-hi,32,A4b,0,0.0,19.401703108596138,19.401703108596138,16
LLAMA-33B,k-hi,32,A4b,1,19.401703108596138,52.432789781284875,33.03108667268874,16
LLAMA-33B,k-hi,32,A5,0,0.0,12.687048073852228,12.687048073852228,16
LLAMA-33B,k-hi,32,A5,1,12.687048073852228,50.519917835397194,37.83286976154497,16
LLAMA-33B,k-hi,32,A6,0,0.0,12.687048073852228,12.687048073852228,16
LLAMA-33B,k-hi,32,A6,1,12.687048073852228,50.519917835397194,37.83286976154497,16
LLAMA-33B,k-lo,2,A1,0,0.0,55.12414979526322,55.12414979526322,16
LLAMA-33B,k-lo,2,A1,1,55.12414979526322,146.0693253190892,90.94517552382597,16
LLAMA-33B,k-lo,2,A2,0,0.0,146.3003676022744,146.3003676022744,16
LLAMA-33B,k-lo,2,A2,1,146.3003676022744,356.6452380548991,210.3448704526247,16
LLAMA-33B,k-lo,2,A3,0,0.0,19.728506555932643,19.728506555932643,16
LLAMA-33B,k-lo,2,A3,1,19.728506555932643,44.751739428172804,25.02323287224016,16
LLAMA-33B,k-lo,2,A3a,0,0.0,19.728506555932643,19.728506555932643,16
LLAMA-33B,k-lo,2,A3a,1,19.728506555932643,43.756799619293574,24.02829306336093,16
LLAMA-33B,k-lo,2,A3b,0,0.0,19.414271875676643,19.414271875676643,16
LLAMA-33B,k-lo,2,A3b,1,19.414271875676643,43.93115429789037,24.51688242221373,16
LLAMA-33B,k-lo,2,A4,0,0.0,19.401703108596138,19.401703108596138,16
LLAMA-33B,k-lo,2,A4,1,19.401703108596138,43.16765877580611,23.765955667209973,16
LLAMA-33B,k-lo,2,A4b,0,0.0,19.401703108596138,19.401703108596138,16
LLAMA-33B,k-lo,2,A4b,1,19.401703108596138,43.16765877580611,23.765955667209973,16
LLAMA-33B,k-lo,2,A5,0,0.0,12.687048073852228,12.687048073852228,16
LLAMA-33B,k-lo,2,A5,1,12.687048073852228,30.56519365512073,17.8781455812685,16
LLAMA-33B,k-lo,2,A6,0,0.0,12.687048073852228,12.687048073852228,16
LLAMA-33B,k-lo,2,A6,1,12.687048073852228,30.56519365512073,17.8781455812685,16
LLAMA-33B,pipeline,8,A1,0,0.0,6.529574369695008,6.529574369695008,1
LLAMA-33B,pipeline,8,A1,1,6.529574369695008,13.116487226621096,6.586912856926088,1
LLAMA-33B,pipeline,8,A1,2,13.116487226621096,19.792248562240072,6.675761335618976,1
LLAMA-33B,pipeline,8,A1,3,19.792248562240072,26.515085609436067,6.722837047195995,1
LLAMA-33B,pipeline,8,A2,0,0.0,14.835721336613961,14.835721336613961,1
LLAMA-33B,pipeline,8,A2,1,14.835721336613961,27.14347474870326,12.307753412089298,1
LLAMA-33B,pipeline,8,A2,2,27.14347474870326,39.7043086727623,12.560833924059043,1
LLAMA-33B,pipeline,8,A2,3,39.7043086727623,52.5182231087903,12.813914436028,1
LLAMA-33B,pipeline,8,A3,0,0.0,6.855764332537966,6.855764332537966,1
LLAMA-33B,pipeline,8,A3,1,6.855764332537966,11.115578521696522,4.259814189158556,1
LLAMA-33B,pipeline,8,A3,2,11.115578521696522,15.393655819182214,4.278077297485693,1
LLAMA-33B,pipeline,8,A3,3,15.393655819182214,19.68991942498726,4.296263605805045,1
LLAMA-33B,pipeline,8,A3a,0,0.0,6.855764332537966,6.855764332537966,1
LLAMA-33B,pipeline,8,A3a,1,6.855764332537966,11.115500083940606,4.259735751402641,1
LLAMA-33B,pipeline,8,A3a,2,11.115500083940606,15.393498943670382,4.277998859729776,1
LLAMA-33B,pipeline,8,A3a,3,15.393498943670382,19.689760911724935,4.296261968054553,1
LLAMA-33B,pipeline,8,A3b,0,0.0,6.805127351292701,6.805127351292701,1
LLAMA-33B,pipeline,8,A3b,1,6.805127351292701,11.014167246657934,4.209039895365232,1
LLAMA-33B,pipeline,8,A3b,2,11.014167246657934,15.241328508333906,4.227161261675972,1
LLAMA-33B,pipeline,8,A3b,3,15.241328508333906,19.48653433614242,4.245205827808514,1
LLAMA-33B,pipeline,8,A4,0,0.0,6.803423968971431,6.803423968971431,1
LLAMA-33B,pipeline,8,A4,1,6.803423968971431,11.010894851512719,4.207470882541288,1
LLAMA-33B,pipeline,8,A4,2,11.010894851512719,15.23669675595935,4.225801904446632,1
LLAMA-33B,pipeline,8,A4,3,15.23669675595935,19.480525042012587,4.243828286053237,1
LLAMA-33B,pipeline,8,A4b,0,0.0,6.803423968971431,6.803423968971431,1
LLAMA-33B,pipeline,8,A4b,1,6.803423968971431,11.010894851512719,4.207470882541288,1
LLAMA-33B,pipeline,8,A4b,2,11.010894851512719,15.23669675595935,4.225801904446632,1
LLAMA-33B,pipeline,8,A4b,3,15.23669675595935,19.480525042012587,4.243828286053237,1
LLAMA-33B,pipeline,8,A5,0,0.0,6.803423968971431,6.803423968971431,1
LLAMA-33B,pipeline,8,A5,1,6.803423968971431,10.986643593716021,4.1832196247445905,1
LLAMA-33B,pipeline,8,A5,2,10.986643593716021,15.187416348651231,4.20077275493521,1
LLAMA-33B,pipeline,8,A5,3,15.187416348651231,19.405434023483206,4.218017674831975,1
LLAMA-33B,pipeline,8,A6,0,0.0,6.803423968971431,6.803423968971431,1
LLAMA-33B,pipeline,8,A6,1,6.803423968971431,10.986643593716021,4.1832196247445905,1
LLAMA-33B,pipeline,8,A6,2,10.986643593716021,15.187416348651231,4.20077275493521,1
LLAMA-33B,pipeline,8,A6,3,15.187416348651231,19.405434023483206,4.218017674831975,1
LLAMA-33B,private,8,A1,0,0.0,55.12414979526322,55.12414979526322,16
LLAMA-33B,private,8,A1,1,55.12414979526322,146.0693253190892,90.94517552382597,16
LLAMA-33B,private,8,A2,0,0.0,186.8257032242973,186.8257032242973,16
LLAMA-33B,private,8,A2,1,186.8257032242973,452.42328490112584,265.59758167682855,16
LLAMA-33B,private,8,A3,0,0.0,61.55140651422025,61.55140651422025,16
LLAMA-33B,private,8,A3,1,61.55140651422025,142.5576353157387,81.00622880151846,16
LLAMA-33B,private,8,A3a,0,0.0,61.55140651422025,61.55140651422025,16
LLAMA-33B,private,8,A3a,1,61.55140651422025,142.33481521680588,80.78340870258563,16
LLAMA-33B,private,8,A3b,0,0.0,60.7434826813961,60.7434826813961,16
LLAMA-33B,private,8,A3b,1,60.7434826813961,140.7584087748496,80.01492609345351,16
LLAMA-33B,private,8,A4,0,0.0,60.716211909401835,60.716211909401835,16
LLAMA-33B,private,8,A4,1,60.716211909401835,140.44825676509632,79.73204485569448,16
LLAMA-33B,private,8,A4b,0,0.0,60.716211909401835,60.716211909401835,16
LLAMA-33B,private,8,A4b,1,60.716211909401835,140.44825676509632,79.73204485569448,16
LLAMA-33B,private,8,A5,0,0.0,99.10231185836052,99.10231185836052,16
LLAMA-33B,private,8,A5,1,99.10231185836052,241.01165836138136,141.90934650302086,16
LLAMA-33B,private,8,A6,0,0.0,99.10231185836052,99.10231185836052,16
LLAMA-33B,private,8,A6,1,99.10231185836052,241.01165836138136,141.90934650302086,16
LLAMA-33B,reduce,8,A1,0,0.0,55.1253726390692,55.1253726390692,16
LLAMA-33B,reduce,8,A1,1,55.1253726390692,63.884293581753106,8.758920942683908,1
LLAMA-33B,reduce,8,A2,0,0.0,146.3003676022744,146.3003676022744,16
LLAMA-33B,reduce,8,A2,1,146.3003676022744,164.12987516904883,17.829507566774424,1
LLAMA-33B,reduce,8,A3,0,0.0,19.728532155932076,19.728532155932076,16
LLAMA-33B,reduce,8,A3,1,19.728532155932076,26.029960976763807,6.301428820831731,1
LLAMA-33B,reduce,8,A3a,0,0.0,19.728532155932076,19.728532155932076,16
LLAMA-33B,reduce,8,A3a,1,19.728532155932076,26.043274749790257,6.314742593858181,1
LLAMA-33B,reduce,8,A3b,0,0.0,19.414297475676104,19.414297475676104,16
LLAMA-33B,reduce,8,A3b,1,19.414297475676104,25.647033489937197,6.232736014261093,1
LLAMA-33B,reduce,8,A4,0,0.0,19.400862863566587,19.400862863566587,16
LLAMA-33B,reduce,8,A4,1,19.400862863566587,25.627898815575833,6.2270359520092455,1
LLAMA-33B,reduce,8,A4b,0,0.0,19.400862863566587,19.400862863566587,16
LLAMA-33B,reduce,8,A4b,1,19.400862863566587,25.627898815575833,6.2270359520092455,1
LLAMA-33B,reduce,8,A5,0,0.0,12.686207528852123,12.686207528852123,16
LLAMA-33B,reduce,8,A5,1,12.686207528852123,20.87274979359512,8.186542264742997,1
LLAMA-33B,reduce,8,A6,0,0.0,12.686207528852123,12.686207528852123,16
LLAMA-33B,reduce,8,A6,1,12.686207528852123,20.87274979359512,8.186542264742997,1
LLAMA-33B,supervisor,8,A1,0,0.0,6.529075631669019,6.529075631669019,1
LLAMA-33B,supervisor,8,A1,1,6.529075631669019,62.569627474608794,56.04055184293978,16
LLAMA-33B,supervisor,8,A1,2,62.569627474608794,71.43761463364152,8.867987159032722,1
LLAMA-33B,supervisor,8,A1,3,71.43761463364152,129.65368577617284,58.21607114253132,16
LLAMA-33B,supervisor,8,A2,0,0.0,14.835721336613961,14.835721336613961,1
LLAMA-33B,supervisor,8,A2,1,14.835721336613961,162.42472147416368,147.5890001375497,16
LLAMA-33B,supervisor,8,A2,2,162.42472147416368,180.53051442236253,18.105792948198854,1
LLAMA-33B,supervisor,8,A2,3,180.53051442236253,336.21809094295054,155.687576520588,16
LLAMA-33B,supervisor,8,A3,0,0.0,6.855779687537872,6.855779687537872,1
LLAMA-33B,supervisor,8,A3,1,6.855779687537872,24.633345925710472,17.7775662381726,16
LLAMA-33B,supervisor,8,A3,2,24.633345925710472,30.991512998302834,6.358167072592362,1
LLAMA-33B,supervisor,8,A3,3,30.991512998302834,49.362672474841744,18.37115947653891,16
LLAMA-33B,supervisor,8,A3a,0,0.0,6.855779687537872,6.855779687537872,1
LLAMA-33B,supervisor,8,A3a,1,6.855779687537872,24.531029791659396,17.675250104121524,16
LLAMA-33B,supervisor,8,A3a,2,24.531029791659396,30.887861914475806,6.35683212281641,1
LLAMA-33B,supervisor,8,A3a,3,30.887861914475806,49.14560438144965,18.257742466973845,16
LLAMA-33B,supervisor,8,A3b,0,0.0,6.8051427062926075,6.8051427062926075,1
LLAMA-33B,supervisor,8,A3b,1,6.8051427062926075,24.25893903816662,17.453796331874013,16
LLAMA-33B,supervisor,8,A3b,2,24.25893903816662,30.533158728186606,6.2742196900199865,1
LLAMA-33B,supervisor,8,A3b,3,30.533158728186606,48.56488899555329,18.031730267366683,16
LLAMA-33B,supervisor,8,A4,0,0.0,6.803416288971013,6.803416288971013,1
LLAMA-33B,supervisor,8,A4,1,6.803416288971013,24.143796926185846,17.340380637214835,16
LLAMA-33B,supervisor,8,A4,2,24.143796926185846,30.412361064379404,6.2685641381935575,1
LLAMA-33B,supervisor,8,A4,3,30.412361064379404,48.316729998922995,17.90436893454359,16
LLAMA-33B,supervisor,8,A4b,0,0.0,6.803416288971013,6.803416288971013,1
LLAMA-33B,supervisor,8,A4b,1,6.803416288971013,24.143796926185846,17.340380637214835,16
LLAMA-33B,supervisor,8,A4b,2,24.143796926185846,30.412361064379404,6.2685641381935575,1
LLAMA-33B,supervisor,8,A4b,3,30.412361064379404,48.316729998922995,17.90436893454359,16
LLAMA-33B,supervisor,8,A5,0,0.0,6.803416288971013,6.803416288971013,1
LLAMA-33B,supervisor,8,A5,1,6.803416288971013,17.44357547742647,10.640159188455458,16
LLAMA-33B,supervisor,8,A5,2,17.44357547742647,25.676366612956873,8.232791135530402,1
LLAMA-33B,supervisor,8,A5,3,25.676366612956873,36.85556468224505,11.17919806928818,16
LLAMA-33B,supervisor,8,A6,0,0.0,6.803416288971013,6.803416288971013,1
LLAMA-33B,supervisor,8,A6,1,6.803416288971013,17.44357547742647,10.640159188455458,16
LLAMA-33B,supervisor,8,A6,2,17.44357547742647,25.676366612956873,8.232791135530402,1
LLAMA-33B,supervisor,8,A6,3,25.676366612956873,36.85556468224505,11.17919806928818,16
LLAMA-65B,C-hi,8,A1,0,0.0,72.22489211028869,72.22489211028869,16
LLAMA-65B,C-hi,8,A1,1,72.22489211028869,169.52285539004177,97.29796327975308,16
LLAMA-65B,C-hi,8,A2,0,0.0,202.23494543788607,202.23494543788607,16
LLAMA-65B,C-hi,8,A2,1,202.23494543788607,448.57105333583894,246.33610789795287,16
LLAMA-65B,C-hi,8,A3,0,0.0,25.666614592117163,25.666614592117163,16
LLAMA-65B,C-hi,8,A3,1,25.666614592117163,58.94622355916048,33.279608967043316,16
LLAMA-65B,C-hi,8,A3a,0,0.0,25.666614592117163,25.666614592117163,16
LLAMA-65B,C-hi,8,A3a,1,25.666614592117163,53.8863331478247,28.219718555707537,16
LLAMA-65B,C-hi,8,A3b,0,0.0,25.33291223430962,25.33291223430962,16
LLAMA-65B,C-hi,8,A3b,1,25.33291223430962,57.94962268684222,32.6167104525326,16
LLAMA-65B,C-hi,8,A4,0,0.0,25.387634007290075,25.387634007290075,16
LLAMA-65B,C-hi,8,A4,1,25.387634007290075,53.22564545164547,27.838011444355395,16
LLAMA-65B,C-hi,8,A4b,0,0.0,25.387634007290075,25.387634007290075,16
LLAMA-65B,C-hi,8,A4b,1,25.387634007290075,53.22564545164547,27.838011444355395,16
LLAMA-65B,C-hi,8,A5,0,0.0,19.111397831287302,19.111397831287302,16
LLAMA-65B,C-hi,8,A5,1,19.111397831287302,38.99715318998648,19.885755358699175,16
LLAMA-65B,C-hi,8,A6,0,0.0,19.111397831287302,19.111397831287302,16
LLAMA-65B,C-hi,8,A6,1,19.111397831287302,38.99715318998648,19.885755358699175,16
LLAMA-65B,C-lo,8,A1,0,0.0,19.095828983247667,19.095828983247667,16
LLAMA-65B,C-lo,8,A1,1,19.095828983247667,52.154883402039275,33.059054418791604,16
LLAMA-65B,C-lo,8,A2,0,0.0,58.45734828324758,58.45734828324758,16
LLAMA-65B,C-lo,8,A2,1,58.45734828324758,163.19257856160846,104.73523027836087,16
LLAMA-65B,C-lo,8,A3,0,0.0,11.336868408309078,11.336868408309078,16
LLAMA-65B,C-lo,8,A3,1,11.336868408309078,27.8833556680799,16.54648725977082,16
LLAMA-65B,C-lo,8,A3a,0,0.0,11.336868408309078,11.336868408309078,16
LLAMA-65B,C-lo,8,A3a,1,11.336868408309078,26.29123506790784,14.954366659598763,16
LLAMA-65B,C-lo,8,A3b,0,0.0,11.388704507419178,11.388704507419178,16
LLAMA-65B,C-lo,8,A3b,1,11.388704507419178,27.824926231108915,16.436221723689737,16
LLAMA-65B,C-lo,8,A4,0,0.0,11.3789233665624,11.3789233665624,16
LLAMA-65B,C-lo,8,A4,1,11.3789233665624,26.324462665280148,14.945539298717748,16
LLAMA-65B,C-lo,8,A4b,0,0.0,11.3789233665624,11.3789233665624,16
LLAMA-65B,C-lo,8,A4b,1,11.3789233665624,26.324462665280148,14.945539298717748,16
LLAMA-65B,C-lo,8,A5,0,0.0,9.81202019987295,9.81202019987295,16
LLAMA-65B,C-lo,8,A5,1,9.81202019987295,22.44804337876904,12.636023178896089,16
LLAMA-65B,C-lo,8,A6,0,0.0,9.81202019987295,9.81202019987295,16
LLAMA-65B,C-lo,8,A6,1,9.81202019987295,22.44804337876904,12.636023178896089,16
LLAMA-65B,D-hi,8,A2,0,0.0,105.385228527157,105.385228527157,16
LLAMA-65B,D-hi,8,A2,1,105.385228527157,256.78530707921846,151.40007855206147,16
LLAMA-65B,D-hi,8,A2,2,256.78530707921846,411.0606056279663,154.27529854874786,16
LLAMA-65B,D-hi,8,A2,3,411.0606056279663,568.2111241735349,157.15051854556862,16
LLAMA-65B,D-hi,8,A3,0,0.0,15.213777827399111,15.213777827399111,16
LLAMA-65B,D-hi,8,A3,1,15.213777827399111,36.8126684436998,21.598890616300686,16
LLAMA-65B,D-hi,8,A3,2,36.8126684436998,58.645510528223596,21.832842084523797,16
LLAMA-65B,D-hi,8,A3,3,58.645510528223596,80.66150227994993,22.015991751726332,16
LLAMA-65B,D-hi,8,A3a,0,0.0,15.213777827399111,15.213777827399111,16
LLAMA-65B,D-hi,8,A3a,1,15.213777827399111,34.16864370381332,18.95486587641421,16
LLAMA-65B,D-hi,8,A3a,2,34.16864370381332,53.321780505131834,19.15313680131851,16
LLAMA-65B,D-hi,8,A3a,3,53.321780505131834,72.67478222853616,19.353001723404326,16
LLAMA-65B,D-hi,8,A3b,0,0.0,15.25852682232043,15.25852682232043,16
LLAMA-65B,D-hi,8,A3b,1,15.25852682232043,36.74415533400864,21.48562851168821,16
LLAMA-65B,D-hi,8,A3b,2,36.74415533400864,58.43773154992609,21.693576215917453,16
LLAMA-65B,D-hi,8,A3b,3,58.43773154992609,80.29685184576725,21.85912029584116,16
LLAMA-65B,D-hi,8,A4,0,0.0,15.188739983389134,15.188739983389134,16
LLAMA-65B,D-hi,8,A4,1,15.188739983389134,33.76157879044318,18.572838807054048,16
LLAMA-65B,D-hi,8,A4,2,33.76157879044318,52.5265203963809,18.76494160593772,16
LLAMA-65B,D-hi,8,A4,3,52.5265203963809,71.48354425347814,18.95702385709724,16
LLAMA-65B,D-hi,8,A4b,0,0.0,15.188739983389134,15.188739983389134,16
LLAMA-65B,D-hi,8,A4b,1,15.188739983389134,33.76157879044318,18.572838807054048,16
LLAMA-65B,D-hi,8,A4b,2,33.76157879044318,52.5265203963809,18.76494160593772,16
LLAMA-65B,D-hi,8,A4b,3,52.5265203963809,71.48354425347814,18.95702385709724,16
LLAMA-65B,D-hi,8,A5,0,0.0,11.997367874768349,11.997367874768349,16
LLAMA-65B,D-hi,8,A5,1,11.997367874768349,26.69601965193576,14.698651777167411,16
LLAMA-65B,D-hi,8,A5,2,26.69601965193576,41.5627695541312,14.86674990219544,16
LLAMA-65B,D-hi,8,A5,3,41.5627695541312,56.596769566559374,15.034000012428173,16
LLAMA-65B,D-hi,8,A6,0,0.0,11.997367874768349,11.997367874768349,16
LLAMA-65B,D-hi,8,A6,1,11.997367874768349,26.69601965193576,14.698651777167411,16
LLAMA-65B,D-hi,8,A6,2,26.69601965193576,41.5627695541312,14.86674990219544,16
LLAMA-65B,D-hi,8,A6,3,41.5627695541312,56.596769566559374,15.034000012428173,16
LLAMA-65B,D-lo,8,A1,0,0.0,33.34482230284424,33.34482230284424,16
LLAMA-65B,D-lo,8,A2,0,0.0,105.385228527157,105.385228527157,16
LLAMA-65B,D-lo,8,A3,0,0.0,15.213752227398496,15.213752227398496,16
LLAMA-65B,D-lo,8,A3a,0,0.0,15.213752227398496,15.213752227398496,16
LLAMA-65B,D-lo,8,A3b,0,0.0,15.25850122231981,15.25850122231981,16
LLAMA-65B,D-lo,8,A4,0,0.0,15.187427218389093,15.187427218389093,16
LLAMA-65B,D-lo,8,A4b,0,0.0,15.187427218389093,15.187427218389093,16
LLAMA-65B,D-lo,8,A5,0,0.0,11.99604405978841,11.99604405978841,16
LLAMA-65B,D-lo,8,A6,0,0.0,11.99604405978841,11.99604405978841,16
LLAMA-65B,N-hi,8,A2,0,0.0,412.8087596199,412.8087596199,64
LLAMA-65B,N-hi,8,A2,1,412.8087596199,1580.6750111898468,1167.8662515699468,64
LLAMA-65B,N-lo,8,A1,0,0.0,10.27026426414208,10.27026426414208,4
LLAMA-65B,N-lo,8,A1,1,10.27026426414208,21.455575291904243,11.185311027762163,4
LLAMA-65B,N-lo,8,A2,0,0.0,30.464228753728857,30.464228753728857,4
LLAMA-65B,N-lo,8,A2,1,30.464228753728857,61.547204104649865,31.082975350921007,4
LLAMA-65B,N-lo,8,A3,0,0.0,7.781549542153017,7.781549542153017,4
LLAMA-65B,N-lo,8,A3,1,7.781549542153017,14.127978056398454,6.346428514245438,4
LLAMA-65B,N-lo,8,A3a,0,0.0,7.781549542153017,7.781549542153017,4
LLAMA-65B,N-lo,8,A3a,1,7.781549542153017,13.775042939621379,5.993493397468362,4
LLAMA-65B,N-lo,8,A3b,0,0.0,7.739591385567183,7.739591385567183,4
LLAMA-65B,N-lo,8,A3b,1,7.739591385567183,14.045994495417542,6.306403109850359,4
LLAMA-65B,N-lo,8,A4,0,0.0,7.731582756412239,7.731582756412239,4
LLAMA-65B,N-lo,8,A4,1,7.731582756412239,13.664492962948627,5.932910206536388,4
LLAMA-65B,N-lo,8,A4b,0,0.0,7.731582756412239,7.731582756412239,4
LLAMA-65B,N-lo,8,A4b,1,7.731582756412239,13.664492962948627,5.932910206536388,4
LLAMA-65B,N-lo,8,A5,0,0.0,7.092665070572417,7.092665070572417,4
LLAMA-65B,N-lo,8,A5,1,7.092665070572417,12.411012278568775,5.318347207996358,4
LLAMA-65B,N-lo,8,A6,0,0.0,7.092665070572417,7.092665070572417,4
LLAMA-65B,N-lo,8,A6,1,7.092665070572417,12.411012278568775,5.318347207996358,4
LLAMA-65B,baseline,8,A1,0,0.0,33.34423406859751,33.34423406859751,16
LLAMA-65B,baseline,8,A1,1,33.34423406859751,83.4741775708521,50.1299435022546,16
LLAMA-65B,baseline,8,A2,0,0.0,105.385228527157,105.385228527157,16
LLAMA-65B,baseline,8,A2,1,105.385228527157,256.78530707921846,151.40007855206147,16
LLAMA-65B,baseline,8,A3,0,0.0,15.213772707399174,15.213772707399174,16
LLAMA-65B,baseline,8,A3,1,15.213772707399174,36.812654348703425,21.598881641304253,16
LLAMA-65B,baseline,8,A3a,0,0.0,15.213772707399174,15.213772707399174,16
LLAMA-65B,baseline,8,A3a,1,15.213772707399174,34.168623208811844,18.954850501412672,16
LLAMA-65B,baseline,8,A3b,0,0.0,15.258521702320495,15.258521702320495,16
LLAMA-65B,baseline,8,A3b,1,15.258521702320495,36.74414123901229,21.4856195366918,16
LLAMA-65B,baseline,8,A4,0,0.0,15.188746368389245,15.188746368389245,16
LLAMA-65B,baseline,8,A4,1,15.188746368389245,33.759921025395045,18.5711746570058,16
LLAMA-65B,baseline,8,A4b,0,0.0,15.188746368389245,15.188746368389245,16
LLAMA-65B,baseline,8,A4b,1,15.188746368389245,33.759921025395045,18.5711746570058,16
LLAMA-65B,baseline,8,A5,0,0.0,11.99737440976831,11.99737440976831,16
LLAMA-65B,baseline,8,A5,1,11.99737440976831,26.693755771801086,14.696381362032776,16
LLAMA-65B,baseline,8,A6,0,0.0,11.99737440976831,11.99737440976831,16
LLAMA-65B,baseline,8,A6,1,11.99737440976831,26.693755771801086,14.696381362032776,16
LLAMA-65B,broadcast,8,A1,0,0.0,5.470163023810337,5.470163023810337,1
LLAMA-65B,broadcast,8,A1,1,5.470163023810337,39.342124492179344,33.87196146836901,16
LLAMA-65B,broadcast,8,A2,0,0.0,12.701420310268334,12.701420310268334,1
LLAMA-65B,broadcast,8,A2,1,12.701420310268334,118.01828142710818,105.31686111683985,16
LLAMA-65B,broadcast,8,A3,0,0.0,6.910822954921127,6.910822954921127,1
LLAMA-65B,broadcast,8,A3,1,6.910822954921127,19.790096850571373,12.879273895650247,16
LLAMA-65B,broadcast,8,A3a,0,0.0,6.910822954921127,6.910822954921127,1
LLAMA-65B,broadcast,8,A3a,1,6.910822954921127,19.699977324358873,12.789154369437746,16
LLAMA-65B,broadcast,8,A3b,0,0.0,6.88323488446186,6.88323488446186,1
LLAMA-65B,broadcast,8,A3b,1,6.88323488446186,19.802351516513575,12.919116632051715,16
LLAMA-65B,broadcast,8,A4,0,0.0,6.8814060489819155,6.8814060489819155,1
