model,config,k,rung,tier,start_s,end_s,duration_s,requests
LLAMA3-8B,pipeline,8,A4,3,16.42797037688588,21.676217604280755,5.248247227394874,1
LLAMA3-8B,pipeline,8,A4b,0,0.0,6.1370044012264096,6.1370044012264096,1
LLAMA3-8B,pipeline,8,A4b,1,6.1370044012264096,11.14804975795447,5.01104535672806,1
LLAMA3-8B,pipeline,8,A4b,2,11.14804975795447,16.270017347138605,5.121967589184136,1
LLAMA3-8B,pipeline,8,A4b,3,16.270017347138605,21.50231150788972,5.232294160751113,1
LLAMA3-8B,pipeline,8,A5,0,0.0,4.0910535460604684,4.0910535460604684,1
LLAMA3-8B,pipeline,8,A5,1,4.0910535460604684,7.032449161625872,2.941395615565404,1
LLAMA3-8B,pipeline,8,A5,2,7.032449161625872,10.01746800798715,2.9850188463612772,1
LLAMA3-8B,pipeline,8,A5,3,10.01746800798715,13.058242674681736,3.0407746666945865,1
LLAMA3-8B,pipeline,8,A6,0,0.0,4.0910535460604684,4.0910535460604684,1
LLAMA3-8B,pipeline,8,A6,1,4.0910535460604684,7.032449161625872,2.941395615565404,1
LLAMA3-8B,pipeline,8,A6,2,7.032449161625872,10.01746800798715,2.9850188463612772,1
LLAMA3-8B,pipeline,8,A6,3,10.01746800798715,13.058242674681736,3.0407746666945865,1
LLAMA3-8B,private,8,A1,0,0.0,163.68031301445092,163.68031301445092,16
LLAMA3-8B,private,8,A1,1,163.68031301445092,475.6383764188702,311.9580634044193,16
LLAMA3-8B,private,8,A2,0,0.0,63.06843258073698,63.06843258073698,16
LLAMA3-8B,private,8,A2,1,63.06843258073698,151.61960578562625,88.55117320488927,16
LLAMA3-8B,private,8,A3,0,0.0,76.73023483156783,76.73023483156783,16
LLAMA3-8B,private,8,A3,1,76.73023483156783,187.12779406957245,110.39755923800462,16
LLAMA3-8B,private,8,A3a,0,0.0,76.73023483156783,76.73023483156783,16
LLAMA3-8B,private,8,A3a,1,76.73023483156783,186.89622357022913,110.1659887386613,16
LLAMA3-8B,private,8,A3b,0,0.0,75.77882247412674,75.77882247412674,16
LLAMA3-8B,private,8,A3b,1,75.77882247412674,184.69249225199795,108.9136697778712,16
LLAMA3-8B,private,8,A4,0,0.0,76.71569239017303,76.71569239017303,16
LLAMA3-8B,private,8,A4,1,76.71569239017303,186.90111614596407,110.18542375579104,16
LLAMA3-8B,private,8,A4b,0,0.0,75.73485931606436,75.73485931606436,16
LLAMA3-8B,private,8,A4b,1,75.73485931606436,184.5026356486643,108.76777633259994,16
LLAMA3-8B,private,8,A5,0,0.0,431.7635027825235,431.7635027825235,16
LLAMA3-8B,private,8,A5,1,431.7635027825235,1114.5853499782938,682.8218471957703,16
LLAMA3-8B,private,8,A6,0,0.0,74.7011122790394,74.7011122790394,16
LLAMA3-8B,private,8,A6,1,74.7011122790394,174.6557314640902,99.95461918505079,16
LLAMA3-8B,reduce,8,A1,0,0.0,163.70016815767013,163.70016815767013,16
LLAMA3-8B,reduce,8,A1,1,163.70016815767013,184.61013365521725,20.90996549754712,1
LLAMA3-8B,reduce,8,A2,0,0.0,42.68006531467846,42.68006531467846,16
LLAMA3-8B,reduce,8,A2,1,42.68006531467846,48.68176706511133,6.001701750432872,1
LLAMA3-8B,reduce,8,A3,0,0.0,55.72014101843836,55.72014101843836,16
LLAMA3-8B,reduce,8,A3,1,55.72014101843836,63.096372887426654,7.376231868988292,1
LLAMA3-8B,reduce,8,A3a,0,0.0,55.72014101843836,55.72014101843836,16
LLAMA3-8B,reduce,8,A3a,1,55.72014101843836,63.19739377666334,7.477252758224978,1
LLAMA3-8B,reduce,8,A3b,0,0.0,55.39341460033855,55.39341460033855,16
LLAMA3-8B,reduce,8,A3b,1,55.39341460033855,62.72069365848948,7.327279058150928,1
LLAMA3-8B,reduce,8,A4,0,0.0,55.70975327209436,55.70975327209436,16
LLAMA3-8B,reduce,8,A4,1,55.70975327209436,63.189977727438894,7.480224455344533,1
LLAMA3-8B,reduce,8,A4b,0,0.0,55.37971972240522,55.37971972240522,16
LLAMA3-8B,reduce,8,A4b,1,55.37971972240522,62.79833426442758,7.418614542022361,1
LLAMA3-8B,reduce,8,A5,0,0.0,19.048721221448258,19.048721221448258,16
LLAMA3-8B,reduce,8,A5,1,19.048721221448258,41.427101898371056,22.3783806769228,1
LLAMA3-8B,reduce,8,A6,0,0.0,19.048721221448258,19.048721221448258,16
LLAMA3-8B,reduce,8,A6,1,19.048721221448258,23.492505649608486,4.443784428160228,1
LLAMA3-8B,supervisor,8,A1,0,0.0,11.654980932173332,11.654980932173332,1
LLAMA3-8B,supervisor,8,A1,1,11.654980932173332,180.79720928338324,169.1422283512099,16
LLAMA3-8B,supervisor,8,A1,2,180.79720928338324,202.12340493357948,21.32619565019624,1
LLAMA3-8B,supervisor,8,A1,3,202.12340493357948,381.30795220436744,179.18454727078796,16
LLAMA3-8B,supervisor,8,A2,0,0.0,5.412174445188248,5.412174445188248,1
LLAMA3-8B,supervisor,8,A2,1,5.412174445188248,47.823012735573414,42.410838290385165,16
LLAMA3-8B,supervisor,8,A2,2,47.823012735573414,53.90739052175106,6.084377786177647,1
LLAMA3-8B,supervisor,8,A2,3,53.90739052175106,98.56783218396258,44.66044166221152,16
LLAMA3-8B,supervisor,8,A3,0,0.0,6.197932289452366,6.197932289452366,1
LLAMA3-8B,supervisor,8,A3,1,6.197932289452366,63.72043360038348,57.52250131093111,16
LLAMA3-8B,supervisor,8,A3,2,63.72043360038348,71.21847980373414,7.498046203350661,1
LLAMA3-8B,supervisor,8,A3,3,71.21847980373414,131.6996459745433,60.48116617080916,16
LLAMA3-8B,supervisor,8,A3a,0,0.0,6.197932289452366,6.197932289452366,1
LLAMA3-8B,supervisor,8,A3a,1,6.197932289452366,63.35704832660278,57.15911603715041,16
LLAMA3-8B,supervisor,8,A3a,2,63.35704832660278,70.93399566891001,7.5769473423072355,1
LLAMA3-8B,supervisor,8,A3a,3,70.93399566891001,131.14468950756316,60.21069383865314,16
LLAMA3-8B,supervisor,8,A3b,0,0.0,6.097631942635913,6.097631942635913,1
LLAMA3-8B,supervisor,8,A3b,1,6.097631942635913,63.35748489263516,57.25985294999925,16
LLAMA3-8B,supervisor,8,A3b,2,63.35748489263516,70.80786813865448,7.450383246019321,1
LLAMA3-8B,supervisor,8,A3b,3,70.80786813865448,130.83053302575064,60.022664887096155,16
LLAMA3-8B,supervisor,8,A4,0,0.0,6.197010511881447,6.197010511881447,1
LLAMA3-8B,supervisor,8,A4,1,6.197010511881447,63.4333824462025,57.236371934321056,16
LLAMA3-8B,supervisor,8,A4,2,63.4333824462025,71.01336917496131,7.579986728758811,1
LLAMA3-8B,supervisor,8,A4,3,71.01336917496131,131.33423753826784,60.32086836330653,16
LLAMA3-8B,supervisor,8,A4b,0,0.0,6.137001841226324,6.137001841226324,1
LLAMA3-8B,supervisor,8,A4b,1,6.137001841226324,63.16498156008186,57.02797971885554,16
LLAMA3-8B,supervisor,8,A4b,2,63.16498156008186,70.68104045055289,7.516058890471022,1
LLAMA3-8B,supervisor,8,A4b,3,70.68104045055289,130.4594273516742,59.77838690112132,16
LLAMA3-8B,supervisor,8,A5,0,0.0,4.091050986060476,4.091050986060476,1
LLAMA3-8B,supervisor,8,A5,1,4.091050986060476,25.23356161946392,21.142510633403443,16
LLAMA3-8B,supervisor,8,A5,2,25.23356161946392,47.964769606130766,22.731207986666845,1
LLAMA3-8B,supervisor,8,A5,3,47.964769606130766,71.88215860230194,23.917388996171177,16
LLAMA3-8B,supervisor,8,A6,0,0.0,4.091050986060476,4.091050986060476,1
LLAMA3-8B,supervisor,8,A6,1,4.091050986060476,25.23356161946392,21.142510633403443,16
LLAMA3-8B,supervisor,8,A6,2,25.23356161946392,29.714186698452636,4.480625078988716,1
LLAMA3-8B,supervisor,8,A6,3,29.714186698452636,53.63157570019002,23.917389001737384,16
