model,workload,baseline,variant,metric,reduction_percent
LLAMA-65B,KVChime-CB-3,F2,F3,simultaneous_peak_KV_GiB,26.956766411391943
LLAMA-65B,KVChime-CB-3,F3,F4,TTFT_ms,0.038700261273905134
LLAMA-65B,KVChime-CB-3,F3,F4,TBT_ms,0.0
LLAMA-65B,KVChime-CB-3,F3,F4,E2E_ms,0.020817183630827962
LLAMA-65B,KVChime-CB-3,F3,F4,TTFT_energy_mJ,0.05632189413956601
LLAMA-65B,KVChime-CB-3,F3,F4,TBT_energy_mJ,-4.440892098500626e-14
LLAMA-65B,KVChime-CB-3,F3,F4,E2E_energy_mJ,0.031011306935446736
LLAMA-65B,KVChime-CB-3,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA-65B,KVChime-CB-3,F0,F4,TTFT_ms,79.36856194245125
LLAMA-65B,KVChime-CB-3,F0,F4,TBT_ms,21.75531605345895
LLAMA-65B,KVChime-CB-3,F0,F4,E2E_ms,68.7251258708927
LLAMA-65B,KVChime-CB-3,F0,F4,TTFT_energy_mJ,79.82885232094401
LLAMA-65B,KVChime-CB-3,F0,F4,TBT_energy_mJ,5.258398925109898
LLAMA-65B,KVChime-CB-3,F0,F4,E2E_energy_mJ,68.78387906382449
LLAMA-65B,KVChime-CB-3,F0,F4,simultaneous_peak_KV_GiB,-117.65456401283174
LLAMA-65B,KVChime-CB-2,F0,F1,TTFT_ms,79.14383282749282
LLAMA-65B,KVChime-CB-2,F0,F1,TBT_ms,-4.305444889496357e-11
LLAMA-65B,KVChime-CB-2,F0,F1,E2E_ms,64.57805335497926
LLAMA-65B,KVChime-CB-2,F0,F1,TTFT_energy_mJ,79.81202617608746
LLAMA-65B,KVChime-CB-2,F0,F1,TBT_energy_mJ,-5.946354519892338e-11
LLAMA-65B,KVChime-CB-2,F0,F1,E2E_energy_mJ,68.09905984980405
LLAMA-65B,KVChime-CB-2,F0,F1,simultaneous_peak_KV_GiB,-194.83703490049032
LLAMA-65B,KVChime-CB-2,F1,F2,TTFT_ms,-4.026019692820526
LLAMA-65B,KVChime-CB-2,F1,F2,TBT_ms,22.278697841400785
LLAMA-65B,KVChime-CB-2,F1,F2,E2E_ms,9.641127437352836
LLAMA-65B,KVChime-CB-2,F1,F2,TTFT_energy_mJ,-0.19628367624151544
LLAMA-65B,KVChime-CB-2,F1,F2,TBT_energy_mJ,5.499343662366163
LLAMA-65B,KVChime-CB-2,F1,F2,E2E_energy_mJ,2.423929595332619
LLAMA-65B,KVChime-CB-2,F1,F2,simultaneous_peak_KV_GiB,-0.3348170612404555
LLAMA-65B,KVChime-CB-2,F2,F3,TTFT_ms,3.87020449759492
LLAMA-65B,KVChime-CB-2,F2,F3,TBT_ms,-0.4360508380295336
LLAMA-65B,KVChime-CB-2,F2,F3,E2E_ms,1.9457250860815734
LLAMA-65B,KVChime-CB-2,F2,F3,TTFT_energy_mJ,0.15763990528862015
LLAMA-65B,KVChime-CB-2,F2,F3,TBT_energy_mJ,-0.20128382247042165
LLAMA-65B,KVChime-CB-2,F2,F3,E2E_energy_mJ,-0.0022749268133059886
LLAMA-65B,KVChime-CB-2,F2,F3,simultaneous_peak_KV_GiB,27.131327559604046
LLAMA-65B,KVChime-CB-2,F3,F4,TTFT_ms,0.044972087217431955
LLAMA-65B,KVChime-CB-2,F3,F4,TBT_ms,0.0
LLAMA-65B,KVChime-CB-2,F3,F4,E2E_ms,0.024385723978359586
LLAMA-65B,KVChime-CB-2,F3,F4,TTFT_energy_mJ,0.05541829392373687
LLAMA-65B,KVChime-CB-2,F3,F4,TBT_energy_mJ,4.440892098500626e-14
LLAMA-65B,KVChime-CB-2,F3,F4,E2E_energy_mJ,0.030678097996794662
LLAMA-65B,KVChime-CB-2,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA-65B,KVChime-CB-2,F0,F4,TTFT_ms,79.15321228118384
LLAMA-65B,KVChime-CB-2,F0,F4,TBT_ms,21.939793451977142
LLAMA-65B,KVChime-CB-2,F0,F4,E2E_ms,68.62354734379359
LLAMA-65B,KVChime-CB-2,F0,F4,TTFT_energy_mJ,79.81547936708752
LLAMA-65B,KVChime-CB-2,F0,F4,TBT_energy_mJ,5.309129128973855
LLAMA-65B,KVChime-CB-2,F0,F4,E2E_energy_mJ,68.88115764585648
LLAMA-65B,KVChime-CB-2,F0,F4,simultaneous_peak_KV_GiB,-115.56316700317275
LLAMA-65B,KVChime-EPIC-long-4000,F0,F1,TTFT_ms,95.62117477913074
LLAMA-65B,KVChime-EPIC-long-4000,F0,F1,TBT_ms,-7.365219545363288e-11
LLAMA-65B,KVChime-EPIC-long-4000,F0,F1,E2E_ms,72.85818242547191
LLAMA-65B,KVChime-EPIC-long-4000,F0,F1,TTFT_energy_mJ,95.74969474224822
LLAMA-65B,KVChime-EPIC-long-4000,F0,F1,TBT_energy_mJ,-1.8496315590255108e-11
LLAMA-65B,KVChime-EPIC-long-4000,F0,F1,E2E_energy_mJ,76.96069246621833
LLAMA-65B,KVChime-EPIC-long-4000,F0,F1,simultaneous_peak_KV_GiB,-99.62898837496907
LLAMA-65B,KVChime-EPIC-long-4000,F1,F2,TTFT_ms,-17.848686174795535
LLAMA-65B,KVChime-EPIC-long-4000,F1,F2,TBT_ms,24.990623343673935
LLAMA-65B,KVChime-EPIC-long-4000,F1,F2,E2E_ms,19.724568185639946
LLAMA-65B,KVChime-EPIC-long-4000,F1,F2,TTFT_energy_mJ,-0.9148521944649213
LLAMA-65B,KVChime-EPIC-long-4000,F1,F2,TBT_energy_mJ,6.340717068557966
LLAMA-65B,KVChime-EPIC-long-4000,F1,F2,E2E_energy_mJ,5.26486202202423
LLAMA-65B,KVChime-EPIC-long-4000,F1,F2,simultaneous_peak_KV_GiB,-0.4379878577623675
LLAMA-65B,KVChime-EPIC-long-4000,F2,F3,TTFT_ms,15.145426524587657
LLAMA-65B,KVChime-EPIC-long-4000,F2,F3,TBT_ms,-0.3111502645017916
LLAMA-65B,KVChime-EPIC-long-4000,F2,F3,E2E_ms,2.4781698077131598
LLAMA-65B,KVChime-EPIC-long-4000,F2,F3,TTFT_energy_mJ,0.8827017206539667
LLAMA-65B,KVChime-EPIC-long-4000,F2,F3,TBT_energy_mJ,-0.058554149819722845
LLAMA-65B,KVChime-EPIC-long-4000,F2,F3,E2E_energy_mJ,0.09011948637738243
LLAMA-65B,KVChime-EPIC-long-4000,F2,F3,simultaneous_peak_KV_GiB,48.38182412553122
LLAMA-65B,KVChime-EPIC-long-4000,F3,F4,TTFT_ms,16.64889310113864
LLAMA-65B,KVChime-EPIC-long-4000,F3,F4,TBT_ms,-2.220446049250313e-14
LLAMA-65B,KVChime-EPIC-long-4000,F3,F4,E2E_ms,2.6142301119255196
LLAMA-65B,KVChime-EPIC-long-4000,F3,F4,TTFT_energy_mJ,3.3119921929525176
LLAMA-65B,KVChime-EPIC-long-4000,F3,F4,TBT_energy_mJ,1.4432899320127035e-13
LLAMA-65B,KVChime-EPIC-long-4000,F3,F4,E2E_energy_mJ,0.5189871272625046
LLAMA-65B,KVChime-EPIC-long-4000,F3,F4,simultaneous_peak_KV_GiB,0.8445158746280823
LLAMA-65B,KVChime-EPIC-long-4000,F0,F4,TTFT_ms,96.35020070923895
LLAMA-65B,KVChime-EPIC-long-4000,F0,F4,TBT_ms,24.757231469751208
LLAMA-65B,KVChime-EPIC-long-4000,F0,F4,E2E_ms,79.30721608645841
LLAMA-65B,KVChime-EPIC-long-4000,F0,F4,TTFT_energy_mJ,95.88947514752174
LLAMA-65B,KVChime-EPIC-long-4000,F0,F4,TBT_energy_mJ,6.285875671693009
LLAMA-65B,KVChime-EPIC-long-4000,F0,F4,E2E_energy_mJ,78.30652369244369
LLAMA-65B,KVChime-EPIC-long-4000,F0,F4,simultaneous_peak_KV_GiB,-2.622124659906011
LLAMA-65B,KVChime-EPIC-long-8000,F0,F1,TTFT_ms,96.74451015677221
LLAMA-65B,KVChime-EPIC-long-8000,F0,F1,TBT_ms,-4.813927034774679e-11
LLAMA-65B,KVChime-EPIC-long-8000,F0,F1,E2E_ms,84.9210350533394
LLAMA-65B,KVChime-EPIC-long-8000,F0,F1,TTFT_energy_mJ,96.91179174072633
LLAMA-65B,KVChime-EPIC-long-8000,F0,F1,TBT_energy_mJ,-3.284039706841213e-11
LLAMA-65B,KVChime-EPIC-long-8000,F0,F1,E2E_energy_mJ,86.75909063382719
LLAMA-65B,KVChime-EPIC-long-8000,F0,F1,simultaneous_peak_KV_GiB,-99.81361829025846
LLAMA-65B,KVChime-EPIC-long-8000,F1,F2,TTFT_ms,-16.809195664943122
LLAMA-65B,KVChime-EPIC-long-8000,F1,F2,TBT_ms,39.14188912775734
LLAMA-65B,KVChime-EPIC-long-8000,F1,F2,E2E_ms,28.53855924308354
LLAMA-65B,KVChime-EPIC-long-8000,F1,F2,TTFT_energy_mJ,-1.1188835555236976
LLAMA-65B,KVChime-EPIC-long-8000,F1,F2,TBT_energy_mJ,11.745681343163072
LLAMA-65B,KVChime-EPIC-long-8000,F1,F2,E2E_energy_mJ,9.059580966263503
LLAMA-65B,KVChime-EPIC-long-8000,F1,F2,simultaneous_peak_KV_GiB,-0.5311392326347919
LLAMA-65B,KVChime-EPIC-long-8000,F2,F3,TTFT_ms,14.390301696074348
LLAMA-65B,KVChime-EPIC-long-8000,F2,F3,TBT_ms,-0.4839365287425679
LLAMA-65B,KVChime-EPIC-long-8000,F2,F3,E2E_ms,4.1236527638020215
LLAMA-65B,KVChime-EPIC-long-8000,F2,F3,TTFT_energy_mJ,1.0808825627081853
LLAMA-65B,KVChime-EPIC-long-8000,F2,F3,TBT_energy_mJ,-0.09738133280841055
LLAMA-65B,KVChime-EPIC-long-8000,F2,F3,E2E_energy_mJ,0.17617389618351798
LLAMA-65B,KVChime-EPIC-long-8000,F2,F3,simultaneous_peak_KV_GiB,48.53890744158606
LLAMA-65B,KVChime-EPIC-long-8000,F3,F4,TTFT_ms,10.724743720190855
LLAMA-65B,KVChime-EPIC-long-8000,F3,F4,TBT_ms,-5.10702591327572e-13
LLAMA-65B,KVChime-EPIC-long-8000,F3,F4,E2E_ms,2.9664527653648687
LLAMA-65B,KVChime-EPIC-long-8000,F3,F4,TTFT_energy_mJ,4.213587023640097
LLAMA-65B,KVChime-EPIC-long-8000,F3,F4,TBT_energy_mJ,7.327471962526033e-13
LLAMA-65B,KVChime-EPIC-long-8000,F3,F4,E2E_energy_mJ,0.969394250460287
LLAMA-65B,KVChime-EPIC-long-8000,F3,F4,simultaneous_peak_KV_GiB,1.0265147929616414
LLAMA-65B,KVChime-EPIC-long-8000,F0,F4,TTFT_ms,97.09365309929524
LLAMA-65B,KVChime-EPIC-long-8000,F0,F4,TBT_ms,38.84737449851414
LLAMA-65B,KVChime-EPIC-long-8000,F0,F4,E2E_ms,89.97517760350094
LLAMA-65B,KVChime-EPIC-long-8000,F0,F4,TTFT_energy_mJ,97.04114972720834
LLAMA-65B,KVChime-EPIC-long-8000,F0,F4,TBT_energy_mJ,11.65973811136569
LLAMA-65B,KVChime-EPIC-long-8000,F0,F4,E2E_energy_mJ,88.0963976320286
LLAMA-65B,KVChime-EPIC-long-8000,F0,F4,simultaneous_peak_KV_GiB,-2.3112885188866894
LLAMA-65B,KVChime-EPIC-long-16000,F0,F1,TTFT_ms,97.4403658355179
LLAMA-65B,KVChime-EPIC-long-16000,F0,F1,TBT_ms,-1.8705037518884637e-10
LLAMA-65B,KVChime-EPIC-long-16000,F0,F1,E2E_ms,91.71513096983674
LLAMA-65B,KVChime-EPIC-long-16000,F0,F1,TTFT_energy_mJ,97.46830153277526
LLAMA-65B,KVChime-EPIC-long-16000,F0,F1,TBT_energy_mJ,-6.799227847409384e-10
LLAMA-65B,KVChime-EPIC-long-16000,F0,F1,E2E_energy_mJ,92.418846383398
LLAMA-65B,KVChime-EPIC-long-16000,F0,F1,simultaneous_peak_KV_GiB,-99.90660024906602
LLAMA-65B,KVChime-EPIC-long-16000,F1,F2,TTFT_ms,-13.4407510344017
LLAMA-65B,KVChime-EPIC-long-16000,F1,F2,TBT_ms,54.85606326780213
LLAMA-65B,KVChime-EPIC-long-16000,F1,F2,E2E_ms,34.99535271203683
LLAMA-65B,KVChime-EPIC-long-16000,F1,F2,TTFT_energy_mJ,-1.1156876976923913
LLAMA-65B,KVChime-EPIC-long-16000,F1,F2,TBT_energy_mJ,20.55606562300004
LLAMA-65B,KVChime-EPIC-long-16000,F1,F2,E2E_energy_mJ,13.693794455813856
LLAMA-65B,KVChime-EPIC-long-16000,F1,F2,simultaneous_peak_KV_GiB,-0.5779862949696346
LLAMA-65B,KVChime-EPIC-long-16000,F2,F3,TTFT_ms,11.848256390973377
LLAMA-65B,KVChime-EPIC-long-16000,F2,F3,TBT_ms,-0.8539425187657379
LLAMA-65B,KVChime-EPIC-long-16000,F2,F3,E2E_ms,5.592170740089475
LLAMA-65B,KVChime-EPIC-long-16000,F2,F3,TTFT_energy_mJ,1.0795838333778174
LLAMA-65B,KVChime-EPIC-long-16000,F2,F3,TBT_energy_mJ,-0.1712087280139496
LLAMA-65B,KVChime-EPIC-long-16000,F2,F3,E2E_energy_mJ,0.29281013246318377
LLAMA-65B,KVChime-EPIC-long-16000,F2,F3,simultaneous_peak_KV_GiB,48.61792048373267
LLAMA-65B,KVChime-EPIC-long-16000,F3,F4,TTFT_ms,0.6600900934770837
LLAMA-65B,KVChime-EPIC-long-16000,F3,F4,TBT_ms,-2.6645352591003757e-13
LLAMA-65B,KVChime-EPIC-long-16000,F3,F4,E2E_ms,0.312784434475899
LLAMA-65B,KVChime-EPIC-long-16000,F3,F4,TTFT_energy_mJ,4.575701901975315
LLAMA-65B,KVChime-EPIC-long-16000,F3,F4,TBT_energy_mJ,1.0547118733938987e-12
LLAMA-65B,KVChime-EPIC-long-16000,F3,F4,E2E_energy_mJ,1.6840986401418512
LLAMA-65B,KVChime-EPIC-long-16000,F3,F4,simultaneous_peak_KV_GiB,1.1183395174505062
LLAMA-65B,KVChime-EPIC-long-16000,F0,F4,TTFT_ms,97.4572617270669
LLAMA-65B,KVChime-EPIC-long-16000,F0,F4,TBT_ms,54.470559997315895
LLAMA-65B,KVChime-EPIC-long-16000,F0,F4,E2E_ms,94.93152240545173
LLAMA-65B,KVChime-EPIC-long-16000,F0,F4,TTFT_energy_mJ,97.58356327507953
LLAMA-65B,KVChime-EPIC-long-16000,F0,F4,TBT_energy_mJ,20.420050672928713
LLAMA-65B,KVChime-EPIC-long-16000,F0,F4,E2E_energy_mJ,93.58602058763229
LLAMA-65B,KVChime-EPIC-long-16000,F0,F4,simultaneous_peak_KV_GiB,-2.154498754669998
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F1,TTFT_ms,96.72192527798975
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F1,TBT_ms,-5.6421534111450455e-11
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F1,E2E_ms,84.90424225386477
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F1,TTFT_energy_mJ,96.89197954125682
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F1,TBT_energy_mJ,-1.574296248918472e-11
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F1,E2E_energy_mJ,86.74334712865513
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F1,simultaneous_peak_KV_GiB,-99.8136645962733
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F1,F2,TTFT_ms,-16.69089460031852
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F1,F2,TBT_ms,39.14766238807174
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F1,F2,E2E_ms,28.503718527437407
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F1,F2,TTFT_energy_mJ,-1.1117450058040657
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F1,F2,TBT_energy_mJ,11.748152862949135
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F1,F2,E2E_energy_mJ,9.048947977144062
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F1,F2,simultaneous_peak_KV_GiB,-0.5311625738265491
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F2,F3,TTFT_ms,14.303510704487266
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F2,F3,TBT_ms,-0.4855730752706844
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F2,F3,E2E_ms,4.115542820289708
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F2,F3,TTFT_energy_mJ,1.0737949399438729
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F2,F3,TBT_energy_mJ,-0.0973812469834634
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F2,F3,E2E_energy_mJ,0.1759029029688719
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F2,F3,simultaneous_peak_KV_GiB,48.52682557290117
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F3,F4,TTFT_ms,10.797170551295077
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F3,F4,TBT_ms,-4.440892098500626e-14
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F3,F4,E2E_ms,3.0022488120638458
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F3,F4,TTFT_energy_mJ,4.3267373721067255
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F3,F4,TBT_energy_mJ,5.995204332975845e-13
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F3,F4,E2E_energy_mJ,1.0005267490389658
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F3,F4,simultaneous_peak_KV_GiB,1.026318753519806
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F4,TTFT_ms,97.07586459652408
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F4,TBT_ms,38.852179820920874
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F4,E2E_ms,89.96197548403319
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F4,TTFT_energy_mJ,97.02568193948962
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F4,TBT_energy_mJ,11.66221211370775
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F4,E2E_energy_mJ,88.08456544225619
LLAMA-65B,KVChime-EPIC-shared-readers-B1,F0,F4,simultaneous_peak_KV_GiB,-2.3355590062111853
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F1,TTFT_ms,96.63253210430705
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F1,TBT_ms,2.4373836282620687e-10
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F1,E2E_ms,87.7839587160431
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F1,TTFT_energy_mJ,97.19987850141626
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F1,TBT_energy_mJ,-6.296518861859113e-10
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F1,E2E_energy_mJ,91.02529979887974
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F1,simultaneous_peak_KV_GiB,-49.98136645962732
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F1,F2,TTFT_ms,-23.5109661929916
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F1,F2,TBT_ms,39.04455127301245
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F1,F2,E2E_ms,23.37955140788589
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F1,F2,TTFT_energy_mJ,-1.2381288587519412
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F1,F2,TBT_energy_mJ,20.837290065387194
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F1,F2,E2E_energy_mJ,14.387252026222974
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F1,F2,simultaneous_peak_KV_GiB,-0.7076448420093584
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F2,F3,TTFT_ms,19.03552932802309
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F2,F3,TBT_ms,-6.548401586764663
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F2,F3,E2E_ms,3.7790430842491562
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F2,F3,TTFT_energy_mJ,1.1943717103773843
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F2,F3,TBT_energy_mJ,-0.8309288834880579
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F2,F3,E2E_energy_mJ,-0.1311698968597952
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F2,F3,simultaneous_peak_KV_GiB,64.53688901682403
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F3,F4,TTFT_ms,0.0
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F3,F4,TBT_ms,4.342227282586242
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F3,F4,E2E_ms,2.867325962734746
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F3,F4,TTFT_energy_mJ,0.0
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F3,F4,TBT_energy_mJ,2.563986672714602
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F3,F4,E2E_energy_mJ,1.6898342777769804
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F4,TTFT_ms,96.63253210430705
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F4,TBT_ms,37.87309249934271
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F4,E2E_ms,91.25197131099294
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F4,TTFT_energy_mJ,97.19906732616766
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F4,TBT_energy_mJ,22.226091116388037
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F4,E2E_energy_mJ,92.43644262637507
LLAMA-65B,KVChime-EPIC-shared-readers-B2,F0,F4,simultaneous_peak_KV_GiB,46.43555900621118
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F1,TTFT_ms,96.5086346812339
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F1,TBT_ms,3.118283409264677e-10
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F1,E2E_ms,90.51867261594754
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F1,TTFT_energy_mJ,97.40067924602752
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F1,TBT_energy_mJ,3.087863298389948e-10
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F1,E2E_energy_mJ,93.40561453563004
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F1,simultaneous_peak_KV_GiB,-25.06521739130434
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F1,F2,TTFT_ms,-28.990294485031963
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F1,F2,TBT_ms,37.88797611680974
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F1,F2,E2E_ms,14.789507385771117
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F1,F2,TTFT_energy_mJ,-1.3360092872079177
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F1,F2,TBT_energy_mJ,33.505110322890175
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F1,F2,E2E_energy_mJ,20.335023322195124
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F1,F2,simultaneous_peak_KV_GiB,-0.8486255618186833
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F2,F3,TTFT_ms,22.4747874254958
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F2,F3,TBT_ms,-18.113616599135863
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F2,F3,E2E_ms,3.107297575257517
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F2,F3,TTFT_energy_mJ,1.2875480673310347
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F2,F3,TBT_energy_mJ,-2.1796087817247622
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F2,F3,E2E_energy_mJ,-0.5124905755730991
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F2,F3,simultaneous_peak_KV_GiB,77.28607395460784
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F3,F4,TTFT_ms,0.0
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F3,F4,TBT_ms,12.465448165242455
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F3,F4,E2E_ms,7.250837265502785
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F3,F4,TTFT_energy_mJ,0.0
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F3,F4,TBT_energy_mJ,7.17777670341383
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F3,F4,E2E_energy_mJ,3.7882836038561685
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F3,F4,simultaneous_peak_KV_GiB,0.0
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F4,TTFT_ms,96.5086346812339
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F4,TBT_ms,35.78223878893277
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F4,E2E_ms,92.73955423616206
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F4,TTFT_energy_mJ,97.39986671244503
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F4,TBT_energy_mJ,36.932666128673375
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F4,E2E_energy_mJ,94.91969531056674
LLAMA-65B,KVChime-EPIC-shared-readers-B4,F0,F4,simultaneous_peak_KV_GiB,71.35170807453416
LLAMA3.1-8B,KVChime-CB-3,F0,F1,TTFT_ms,79.43877142188764
LLAMA3.1-8B,KVChime-CB-3,F0,F1,TBT_ms,7.919220834651242e-11
LLAMA3.1-8B,KVChime-CB-3,F0,F1,E2E_ms,70.89567209546618
LLAMA3.1-8B,KVChime-CB-3,F0,F1,TTFT_energy_mJ,78.36425944923863
LLAMA3.1-8B,KVChime-CB-3,F0,F1,TBT_energy_mJ,6.217248937900877e-13
LLAMA3.1-8B,KVChime-CB-3,F0,F1,E2E_energy_mJ,67.90819769751354
LLAMA3.1-8B,KVChime-CB-3,F0,F1,simultaneous_peak_KV_GiB,-196.99620880723242
LLAMA3.1-8B,KVChime-CB-3,F1,F2,TTFT_ms,-1.2089533760162752
LLAMA3.1-8B,KVChime-CB-3,F1,F2,TBT_ms,18.959210094013635
LLAMA3.1-8B,KVChime-CB-3,F1,F2,E2E_ms,6.243370396351922
LLAMA3.1-8B,KVChime-CB-3,F1,F2,TTFT_energy_mJ,-0.07728214340800843
LLAMA3.1-8B,KVChime-CB-3,F1,F2,TBT_energy_mJ,1.2249176935271944
LLAMA3.1-8B,KVChime-CB-3,F1,F2,E2E_energy_mJ,0.4641370333084871
LLAMA3.1-8B,KVChime-CB-3,F1,F2,simultaneous_peak_KV_GiB,-0.9610663786331575
LLAMA3.1-8B,KVChime-CB-3,F2,F3,TTFT_ms,1.1945122794864926
LLAMA3.1-8B,KVChime-CB-3,F2,F3,TBT_ms,-2.0932735694080495
LLAMA3.1-8B,KVChime-CB-3,F2,F3,E2E_ms,0.14441251118874066
LLAMA3.1-8B,KVChime-CB-3,F2,F3,TTFT_energy_mJ,0.05980083921520718
LLAMA3.1-8B,KVChime-CB-3,F2,F3,TBT_energy_mJ,-0.3426354594428638
LLAMA3.1-8B,KVChime-CB-3,F2,F3,E2E_energy_mJ,-0.10624230844209492
LLAMA3.1-8B,KVChime-CB-3,F2,F3,simultaneous_peak_KV_GiB,25.75831256458574
LLAMA3.1-8B,KVChime-CB-3,F3,F4,TTFT_ms,0.0
