case_id,variant,phase,layer,event,device,step,start_s,end_s,duration_s,energy_J
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,qkv,GPU,0,0.014058483784589442,0.014143781409204827,8.529762461538462e-05,0.01168565075968
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_attention,10,attention_service,GPU,0,0.014143781409204827,0.015189993378648414,0.0010462119694435866,0.02610479285376
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,proj,GPU,0,0.015189993378648414,0.015218425920186875,2.843254153846154e-05,0.00408576589824
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,comm_g2g,GPU,0,0.015218425920186875,0.015218425920186875,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,norm1,GPU,0,0.015218425920186875,0.015228725298630789,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,ff1,GPU,0,0.015228725298630789,0.015298046542762657,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,ff2,GPU,0,0.015298046542762657,0.015367367786894525,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,glu,GPU,0,0.015367367786894525,0.015378212673835242,1.0844886940715989e-05,0.00040298151935999995
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,ff3,GPU,0,0.015378212673835242,0.015454032784604473,7.582011076923077e-05,0.010812210544639999
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,comm_g2g,GPU,0,0.015454032784604473,0.015454032784604473,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,10,norm2,GPU,0,0.015454032784604473,0.015464332163048386,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,qkv,GPU,0,0.015464332163048386,0.015549629787663772,8.529762461538462e-05,0.01168565075968
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_attention,11,attention_service,GPU,0,0.015549629787663772,0.01659584175710736,0.0010462119694435866,0.02610479285376
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,proj,GPU,0,0.01659584175710736,0.01662427429864582,2.843254153846154e-05,0.00408576589824
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,comm_g2g,GPU,0,0.01662427429864582,0.01662427429864582,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,norm1,GPU,0,0.01662427429864582,0.016634573677089735,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,ff1,GPU,0,0.016634573677089735,0.016703894921221603,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,ff2,GPU,0,0.016703894921221603,0.01677321616535347,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,glu,GPU,0,0.01677321616535347,0.016784061052294186,1.0844886940715989e-05,0.00040298151935999995
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,ff3,GPU,0,0.016784061052294186,0.016859881163063417,7.582011076923077e-05,0.010812210544639999
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,comm_g2g,GPU,0,0.016859881163063417,0.016859881163063417,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,11,norm2,GPU,0,0.016859881163063417,0.01687018054150733,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,qkv,GPU,0,0.01687018054150733,0.016955478166122716,8.529762461538462e-05,0.01168565075968
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_attention,12,attention_service,GPU,0,0.016955478166122716,0.018001690135566302,0.0010462119694435866,0.02610479285376
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,proj,GPU,0,0.018001690135566302,0.018030122677104764,2.843254153846154e-05,0.00408576589824
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,comm_g2g,GPU,0,0.018030122677104764,0.018030122677104764,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,norm1,GPU,0,0.018030122677104764,0.018040422055548677,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,ff1,GPU,0,0.018040422055548677,0.018109743299680545,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,ff2,GPU,0,0.018109743299680545,0.018179064543812413,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,glu,GPU,0,0.018179064543812413,0.018189909430753128,1.0844886940715989e-05,0.00040298151935999995
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,ff3,GPU,0,0.018189909430753128,0.01826572954152236,7.582011076923077e-05,0.010812210544639999
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,comm_g2g,GPU,0,0.01826572954152236,0.01826572954152236,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,12,norm2,GPU,0,0.01826572954152236,0.018276028919966273,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,qkv,GPU,0,0.018276028919966273,0.01836132654458166,8.529762461538462e-05,0.01168565075968
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_attention,13,attention_service,GPU,0,0.01836132654458166,0.019407538514025244,0.0010462119694435866,0.02610479285376
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,proj,GPU,0,0.019407538514025244,0.019435971055563706,2.843254153846154e-05,0.00408576589824
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,comm_g2g,GPU,0,0.019435971055563706,0.019435971055563706,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,norm1,GPU,0,0.019435971055563706,0.01944627043400762,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,ff1,GPU,0,0.01944627043400762,0.019515591678139488,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,ff2,GPU,0,0.019515591678139488,0.019584912922271356,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,glu,GPU,0,0.019584912922271356,0.01959575780921207,1.0844886940715989e-05,0.00040298151935999995
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,ff3,GPU,0,0.01959575780921207,0.019671577919981302,7.582011076923077e-05,0.010812210544639999
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,comm_g2g,GPU,0,0.019671577919981302,0.019671577919981302,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,13,norm2,GPU,0,0.019671577919981302,0.019681877298425215,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,qkv,GPU,0,0.019681877298425215,0.0197671749230406,8.529762461538462e-05,0.01168565075968
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_attention,14,attention_service,GPU,0,0.0197671749230406,0.020813386892484187,0.0010462119694435866,0.02610479285376
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,proj,GPU,0,0.020813386892484187,0.02084181943402265,2.843254153846154e-05,0.00408576589824
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,comm_g2g,GPU,0,0.02084181943402265,0.02084181943402265,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,norm1,GPU,0,0.02084181943402265,0.020852118812466562,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,ff1,GPU,0,0.020852118812466562,0.02092144005659843,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,ff2,GPU,0,0.02092144005659843,0.0209907613007303,6.932124413186813e-05,0.010636269977600001
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,glu,GPU,0,0.0209907613007303,0.021001606187671013,1.0844886940715989e-05,0.00040298151935999995
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,ff3,GPU,0,0.021001606187671013,0.021077426298440245,7.582011076923077e-05,0.010812210544639999
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,comm_g2g,GPU,0,0.021077426298440245,0.021077426298440245,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,14,norm2,GPU,0,0.021077426298440245,0.021087725676884158,1.0299378443914082e-05,0.00015062523904
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,15,qkv,GPU,0,0.021087725676884158,0.021173023301499543,8.529762461538462e-05,0.01168565075968
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_attention,15,attention_service,GPU,0,0.021173023301499543,0.02221923527094313,0.0010462119694435866,0.02610479285376
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,15,proj,GPU,0,0.02221923527094313,0.02224766781248159,2.843254153846154e-05,0.00408576589824
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,15,comm_g2g,GPU,0,0.02224766781248159,0.02224766781248159,0.0,1.60169984e-05
Fugue-asplos-EPIC-shared-readers-B1,F1,prefill_common,15,norm1,GPU,0,0.02224766781248159,0.022257967190925505,1.0299378443914082e-05,0.00015062523904
