panel,source_panel,sample,model,q,cached_tokens,link_GBps,mode,gpu_service_us,pim_service_us,gpu_throughput_tokens_per_us,pim_throughput_tokens_per_us,gpu_throughput_tokens_per_second,pim_throughput_tokens_per_second,pim_over_gpu_throughput,displayed,original_marker,source_kind
B,e,249,LLAMA-7B,746,1024,300,mq,548.6519400362134,581.8867409705645,1.3596962765697334,1.2820364298999165,1359696.2765697334,1282036.4298999165,0.9428844161684855,true,false,integer-refinement
B,e,250,LLAMA-7B,747,1024,300,mq,549.5911836790174,582.2522238353218,1.3591921089408834,1.2829491574621683,1359192.1089408833,1282949.1574621683,0.9439056841360524,true,false,integer-refinement
B,e,251,LLAMA-7B,748,1024,300,mq,550.53117364176,582.6239541654729,1.358687819714159,1.2838469730812991,1358687.819714159,1283846.973081299,0.9449168193407336,true,false,integer-refinement
B,e,252,LLAMA-7B,749,1024,300,mq,551.4719099244412,583.0211569610178,1.358183411558755,1.284687512721052,1358183.411558755,1284687.512721052,0.945886617218102,true,false,integer-refinement
B,e,253,LLAMA-7B,750,1024,300,mq,552.4133925270612,583.7552772219566,1.357678887126654,1.284784959151356,1357678.8871266542,1284784.959151356,0.9463098906033898,true,false,integer-refinement
B,e,254,LLAMA-7B,751,1024,300,mq,553.3556214496197,584.5002589482891,1.3571742490527403,1.2848582844963994,1357174.2490527404,1284858.2844963993,0.9467157849430058,true,false,integer-refinement
B,e,255,LLAMA-7B,752,1024,300,mq,554.2985966921169,584.9377361400155,1.3566694999549054,1.2856069176908003,1356669.4999549054,1285606.9176908003,0.9476198276245857,true,false,integer-refinement
B,e,256,LLAMA-7B,753,1024,300,mq,555.2423182545529,590.0416007971356,1.3561646424341605,1.2761812031265432,1356164.6424341605,1276181.2031265432,0.9410223236877373,true,false,integer-refinement
B,e,257,LLAMA-7B,754,1024,300,mq,556.1867861369274,590.7414979196496,1.3556596790747435,1.276362000393201,1355659.6790747435,1276362.0003932011,0.9415062054986659,true,false,integer-refinement
B,e,258,LLAMA-7B,755,1024,300,mq,557.1320003392406,591.1200485075573,1.3551546124442262,1.2772363277242957,1355154.6124442262,1277236.3277242957,0.9425022916171956,true,false,integer-refinement
B,e,259,LLAMA-7B,756,1024,300,mq,558.0779608614924,591.4971565608588,1.3546494450936204,1.2781126529764064,1354649.4450936203,1278112.6529764065,0.9435006655083931,true,false,integer-refinement
B,e,260,LLAMA-7B,757,1024,300,mq,559.0246677036829,591.8874330795542,1.3541441795574862,1.2789594062867244,1354144.1795574862,1278959.4062867244,0.9444780146709851,true,false,integer-refinement
B,e,261,LLAMA-7B,758,1024,300,mq,559.9721208658121,592.6161650636433,1.3536388183540335,1.279074120292678,1353638.8183540336,1279074.120292678,0.9449153666027228,true,false,integer-refinement
B,e,262,LLAMA-7B,759,1024,300,mq,560.92032034788,593.3619105131262,1.3531333639852305,1.2791518743487151,1353133.3639852304,1279151.8743487152,0.9453257959595157,true,false,integer-refinement
B,e,263,LLAMA-7B,760,1024,300,mq,561.8692661498865,593.8001514280028,1.3526278189369045,1.2798918932107222,1352627.8189369044,1279891.8932107221,0.9462262089335491,true,false,integer-refinement
B,e,264,LLAMA-7B,761,1024,300,mq,562.8189582718317,596.5916278082733,1.3521221856788455,1.275579415681245,1352122.1856788455,1275579.415681245,0.9433906411651906,true,false,integer-refinement
B,e,265,LLAMA-7B,762,1024,300,mq,563.7693967137154,597.2922886539375,1.35161646666491,1.2757573042123966,1351616.46666491,1275757.3042123967,0.943875230641652,true,false,integer-refinement
B,e,266,LLAMA-7B,763,1024,300,mq,564.7205814755379,597.6716029649957,1.3511106643331203,1.27662080014313,1351110.6643331202,1276620.8001431301,0.9448676809706354,true,false,integer-refinement
B,e,267,LLAMA-7B,764,1024,300,mq,565.6725125572991,598.0494747414475,1.3506047811057666,1.2774862821011543,1350604.7811057665,1277486.2821011543,0.9458624017717835,true,false,integer-refinement
B,e,268,LLAMA-7B,765,1024,300,mq,566.6251899589988,598.4405149832932,1.350098819389508,1.2783225414164292,1350098.819389508,1278322.5414164292,0.9468362782469991,true,false,integer-refinement
B,e,269,LLAMA-7B,766,1024,300,mq,567.5786136806373,599.1700106905328,1.3495927815754691,1.2784351458398238,1349592.781575469,1278435.1458398239,0.9472747359743741,true,false,integer-refinement
B,e,270,LLAMA-7B,767,1024,300,mq,568.5327837222144,599.916519863166,1.3490866700393427,1.2785112171522528,1349086.6700393427,1278511.2171522528,0.9476864945340898,true,false,integer-refinement
B,e,271,LLAMA-7B,768,1024,300,mq,569.4877000837303,600.355524501193,1.3485804871414835,1.2792419968785909,1348580.4871414835,1279241.996878591,0.9485840919959729,true,false,integer-refinement
B,e,272,LLAMA-7B,1024,1024,300,mq,838.4972293339382,894.9535574303918,1.221232419352675,1.144193451713996,1221232.4193526749,1144193.451713996,0.9369170303556845,true,true,original-published
B,e,273,LLAMA-7B,1536,1024,300,mq,1523.2487583344673,1623.6949474319783,1.0083710829211343,0.9459905029755276,1008371.0829211343,945990.5029755275,0.9381372780297335,true,true,original-published
B,e,274,LLAMA-7B,2048,1024,300,mq,2403.6435813351477,2462.015105624507,0.8520398015343028,0.8318389254888469,852039.8015343028,831838.9254888468,0.9762911591581998,false,true,original-published
